assemblea,codice,status,elettori,votanti,perc_votanti,aggiornamento,sezioni_perv,sezioni,coll_uni_perv,coll_uni,sezioni_coll_uni_perv,sk_bianche,sk_nulle,sk_contestate,livello,fine_riparto
scrutiniCI,11140320180,ESERCIZIO,7447,5684,"76,32",Dato aggiornato al 05/03/2018 - 08:05,9,9,,,,44,146,0,C,
scrutiniCI,11140320210,ESERCIZIO,3539,2727,"77,05",Dato aggiornato al 05/03/2018 - 03:57,4,4,,,,33,67,0,C,
scrutiniCI,11140320480,ESERCIZIO,965,742,"76,89",Dato aggiornato al 05/03/2018 - 06:26,1,1,,,,7,17,0,C,
scrutiniCI,11140660030,ESERCIZIO,1764,1450,"82,19",Dato aggiornato al 05/03/2018 - 04:22,2,2,,,,12,30,0,C,
scrutiniCI,11140660040,ESERCIZIO,5872,4615,"78,59",Dato aggiornato al 05/03/2018 - 04:03,10,10,,,,53,149,0,C,
scrutiniCI,11140660050,ESERCIZIO,2036,1625,"79,81",Dato aggiornato al 05/03/2018 - 04:30,3,3,,,,19,46,0,C,
scrutiniCI,11140660060,ESERCIZIO,7031,5690,"80,92",Dato aggiornato al 05/03/2018 - 06:25,8,8,,,,60,175,0,C,
scrutiniCI,11140660090,ESERCIZIO,5769,4736,"82,09",Dato aggiornato al 05/03/2018 - 05:39,7,7,,,,43,147,0,C,
scrutiniCI,11140660100,ESERCIZIO,43812,34749,"79,31",Dato aggiornato al 05/03/2018 - 05:02,57,57,,,,267,842,1,C,
scrutiniCI,11140660150,ESERCIZIO,4326,3563,"82,36",Dato aggiornato al 05/03/2018 - 07:13,6,6,,,,45,131,0,C,
scrutiniCI,11140660180,ESERCIZIO,3235,2602,"80,43",Dato aggiornato al 05/03/2018 - 09:26,4,4,,,,34,71,0,C,
scrutiniCI,11210290010,ESERCIZIO,16771,13349,"79,59",Dato aggiornato al 05/03/2018 - 05:40,24,24,,,,140,405,0,C,
scrutiniCI,11210290020,ESERCIZIO,3872,2911,"75,18",Dato aggiornato al 05/03/2018 - 04:30,8,8,,,,40,113,1,C,
scrutiniCI,11210290050,ESERCIZIO,9730,7437,"76,43",Dato aggiornato al 05/03/2018 - 04:04,16,16,,,,54,239,0,C,
scrutiniCI,11210290060,ESERCIZIO,18445,13124,"71,15",Dato aggiornato al 05/03/2018 - 07:30,22,22,,,,142,400,2,C,
scrutiniCI,11210290070,ESERCIZIO,13826,10886,"78,73",Dato aggiornato al 05/03/2018 - 04:56,23,23,,,,137,404,0,C,
scrutiniCI,11210290080,ESERCIZIO,104463,82989,"79,44",Dato aggiornato al 05/03/2018 - 13:10,159,159,,,,787,2249,0,C,
scrutiniCI,11210290085,ESERCIZIO,7364,5619,"76,30",Dato aggiornato al 05/03/2018 - 05:02,10,10,,,,89,216,0,C,
scrutiniCI,11210290090,ESERCIZIO,2277,1810,"79,49",Dato aggiornato al 05/03/2018 - 04:28,3,3,,,,22,69,0,C,
scrutiniCI,11210290091,ESERCIZIO,3177,2486,"78,24",Dato aggiornato al 05/03/2018 - 05:39,5,5,,,,27,74,0,C,
scrutiniCI,11210290100,ESERCIZIO,2373,1836,"77,37",Dato aggiornato al 05/03/2018 - 09:26,4,4,,,,24,84,0,C,
scrutiniCI,11210290110,ESERCIZIO,4031,3211,"79,65",Dato aggiornato al 05/03/2018 - 05:15,6,6,,,,32,87,0,C,
scrutiniCI,11210290111,ESERCIZIO,1904,1551,"81,46",Dato aggiornato al 05/03/2018 - 04:49,3,3,,,,30,85,0,C,
scrutiniCI,11210290130,ESERCIZIO,5705,4343,"76,12",Dato aggiornato al 05/03/2018 - 04:38,9,9,,,,37,119,0,C,
scrutiniCI,11210290150,ESERCIZIO,5023,3950,"78,63",Dato aggiornato al 05/03/2018 - 04:00,9,9,,,,56,134,0,C,
scrutiniCI,11210290170,ESERCIZIO,8937,6933,"77,57",Dato aggiornato al 05/03/2018 - 04:41,15,15,,,,75,210,0,C,
scrutiniCI,11210290180,ESERCIZIO,2688,2129,"79,20",Dato aggiornato al 05/03/2018 - 07:30,4,4,,,,36,79,0,C,
scrutiniCI,11210290191,ESERCIZIO,3505,2706,"77,20",Dato aggiornato al 05/03/2018 - 04:50,5,5,,,,15,67,0,C,
scrutiniCI,11210290210,ESERCIZIO,3073,2469,"80,34",Dato aggiornato al 05/03/2018 - 05:24,5,5,,,,37,102,0,C,
scrutiniCI,11220290030,ESERCIZIO,681,8738,"78,03",Dato aggiornato al 05/03/2018 - 04:01,18,18,,,,112,250,0,C,
scrutiniCI,11220290040,ESERCIZIO,26471,20834,"78,70",Dato aggiornato al 05/03/2018 - 06:26,30,30,,,,200,489,0,C,
scrutiniCI,11220290160,ESERCIZIO,7477,5930,"79,30",Dato aggiornato al 05/03/2018 - 06:06,9,9,,,,63,170,0,C,
scrutiniCI,11220290185,ESERCIZIO,7739,6228,"80,47",Dato aggiornato al 05/03/2018 - 04:43,11,11,,,,70,173,0,C,
scrutiniCI,11220290200,ESERCIZIO,6169,4997,"81,00",Dato aggiornato al 05/03/2018 - 05:43,8,8,,,,60,139,0,C,
scrutiniCI,11220500010,ESERCIZIO,3016,2502,"82,95",Dato aggiornato al 05/03/2018 - 06:37,4,4,,,,27,64,0,C,
scrutiniCI,11220500020,ESERCIZIO,7409,6045,"81,58",Dato aggiornato al 05/03/2018 - 05:46,8,8,,,,54,153,0,C,
scrutiniCI,11220500040,ESERCIZIO,2267,1862,"82,13",Dato aggiornato al 05/03/2018 - 09:26,3,3,,,,33,51,0,C,
scrutiniCI,11220500090,ESERCIZIO,5213,4247,"81,46",Dato aggiornato al 05/03/2018 - 07:13,7,7,,,,67,131,0,C,
scrutiniCI,11220500100,ESERCIZIO,6215,4916,"79,09",Dato aggiornato al 05/03/2018 - 09:26,8,8,,,,70,159,0,C,
scrutiniCI,11220500120,ESERCIZIO,11441,8819,"77,08",Dato aggiornato al 05/03/2018 - 05:58,14,14,,,,99,251,0,C,
scrutiniCI,11220500210,ESERCIZIO,4787,3979,"83,12",Dato aggiornato al 05/03/2018 - 06:12,6,6,,,,49,88,0,C,
scrutiniCI,11220500220,ESERCIZIO,17259,13863,"80,32",Dato aggiornato al 05/03/2018 - 04:33,22,22,,,,181,408,0,C,
scrutiniCI,11220500270,ESERCIZIO,11814,9634,"81,54",Dato aggiornato al 05/03/2018 - 05:57,14,14,,,,95,222,0,C,
scrutiniCI,11220500280,ESERCIZIO,7444,5839,"78,43",Dato aggiornato al 05/03/2018 - 08:39,9,9,,,,64,180,21,C,
scrutiniCI,11220500330,ESERCIZIO,4471,3625,"81,07",Dato aggiornato al 05/03/2018 - 08:54,5,5,,,,35,93,1,C,
scrutiniCI,11220500360,ESERCIZIO,7848,6311,"80,41",Dato aggiornato al 05/03/2018 - 05:57,11,11,,,,63,151,0,C,
scrutiniCI,11220500370,ESERCIZIO,2579,2059,"79,83",Dato aggiornato al 05/03/2018 - 05:31,3,3,,,,35,73,0,C,
scrutiniCI,11220500380,ESERCIZIO,4341,3332,"76,75",Dato aggiornato al 05/03/2018 - 05:48,4,4,,,,35,77,0,C,
scrutiniCI,11230500030,ESERCIZIO,6494,5314,"81,82",Dato aggiornato al 05/03/2018 - 09:26,8,8,,,,60,165,0,C,
scrutiniCI,11230500050,ESERCIZIO,51815,40766,"78,67",Dato aggiornato al 05/03/2018 - 11:32,66,66,,,,404,1112,2,C,
scrutiniCI,11230500230,ESERCIZIO,133467,106474,"79,77",Dato aggiornato al 05/03/2018 - 07:24,187,187,,,,1056,2709,33,C,
scrutiniCI,11230500430,ESERCIZIO,11693,9455,"80,86",Dato aggiornato al 05/03/2018 - 05:22,14,14,,,,120,275,0,C,
scrutiniCI,11240500060,ESERCIZIO,23512,18556,"78,92",Dato aggiornato al 05/03/2018 - 10:28,26,26,,,,164,460,7,C,
scrutiniCI,11240500070,ESERCIZIO,10901,8995,"82,51",Dato aggiornato al 05/03/2018 - 05:02,14,14,,,,68,200,0,C,
scrutiniCI,11240500080,ESERCIZIO,8314,6777,"81,51",Dato aggiornato al 05/03/2018 - 06:26,10,10,,,,81,227,0,C,
scrutiniCI,11240500110,ESERCIZIO,2323,1750,"75,33",Dato aggiornato al 05/03/2018 - 03:31,5,5,,,,31,83,0,C,
scrutiniCI,11240500130,ESERCIZIO,13105,10415,"79,47",Dato aggiornato al 05/03/2018 - 06:10,15,15,,,,128,303,0,C,
scrutiniCI,11240500140,ESERCIZIO,1016,753,"74,11",Dato aggiornato al 05/03/2018 - 05:01,2,2,,,,10,35,0,C,
scrutiniCI,11240500150,ESERCIZIO,26641,21844,"81,99",Dato aggiornato al 05/03/2018 - 07:56,30,30,,,,193,541,2,C,
scrutiniCI,11240500160,ESERCIZIO,1579,1121,"70,99",Dato aggiornato al 05/03/2018 - 02:07,5,5,,,,20,48,0,C,
scrutiniCI,11240500170,ESERCIZIO,2981,2219,"74,43",Dato aggiornato al 05/03/2018 - 09:26,4,4,,,,34,79,0,C,
scrutiniCI,11240500180,ESERCIZIO,2170,1627,"74,97",Dato aggiornato al 05/03/2018 - 04:36,5,5,,,,17,50,0,C,
scrutiniCI,11240500190,ESERCIZIO,13302,10635,"79,95",Dato aggiornato al 05/03/2018 - 04:30,19,19,,,,111,320,0,C,
scrutiniCI,11240500200,ESERCIZIO,3760,3042,"80,90",Dato aggiornato al 05/03/2018 - 05:18,5,5,,,,37,78,0,C,
scrutiniCI,11240500240,ESERCIZIO,750,544,"72,53",Dato aggiornato al 05/03/2018 - 02:07,2,2,,,,11,29,0,C,
scrutiniCI,11240500250,ESERCIZIO,1777,1311,"73,77",Dato aggiornato al 05/03/2018 - 03:54,4,4,,,,21,33,0,C,
scrutiniCI,11240500260,ESERCIZIO,2543,1904,"74,87",Dato aggiornato al 05/03/2018 - 03:38,8,8,,,,31,85,0,C,
scrutiniCI,11240500281,ESERCIZIO,1704,1258,"73,82",Dato aggiornato al 05/03/2018 - 04:14,5,5,,,,28,59,0,C,
scrutiniCI,11240500290,ESERCIZIO,12931,9869,"76,32",Dato aggiornato al 05/03/2018 - 04:06,21,21,,,,132,308,0,C,
scrutiniCI,11240500300,ESERCIZIO,1770,1265,"71,46",Dato aggiornato al 05/03/2018 - 03:08,4,4,,,,16,34,0,C,
scrutiniCI,11240500310,ESERCIZIO,1297,919,"70,85",Dato aggiornato al 05/03/2018 - 04:30,3,3,,,,17,30,0,C,
scrutiniCI,11240500320,ESERCIZIO,3017,2427,"80,44",Dato aggiornato al 05/03/2018 - 04:46,7,7,,,,45,125,0,C,
scrutiniCI,11240500340,ESERCIZIO,578,430,"74,39",Dato aggiornato al 05/03/2018 - 04:03,2,2,,,,2,13,0,C,
scrutiniCI,11240500350,ESERCIZIO,4959,3991,"80,47",Dato aggiornato al 05/03/2018 - 09:26,5,5,,,,30,91,0,C,
scrutiniCI,11240500390,ESERCIZIO,29756,23370,"78,53",Dato aggiornato al 05/03/2018 - 05:21,36,36,,,,251,660,0,C,
scrutiniCI,11240500400,ESERCIZIO,6700,5456,"81,43",Dato aggiornato al 05/03/2018 - 09:26,9,9,,,,70,175,0,C,
scrutiniCI,11240500410,ESERCIZIO,6224,4682,"75,22",Dato aggiornato al 05/03/2018 - 04:23,8,8,,,,47,130,0,C,
scrutiniCI,11240500420,ESERCIZIO,2061,1516,"73,55",Dato aggiornato al 05/03/2018 - 04:15,5,5,,,,31,51,0,C,
scrutiniCI,11240500440,ESERCIZIO,8874,7190,"81,02",Dato aggiornato al 05/03/2018 - 09:26,11,11,,,,101,224,0,C,
scrutiniCI,11240500450,ESERCIZIO,17520,13861,"79,11",Dato aggiornato al 05/03/2018 - 05:12,23,23,,,,150,356,0,C,
scrutiniCI,11240500460,ESERCIZIO,3472,2615,"75,31",Dato aggiornato al 05/03/2018 - 03:20,8,8,,,,39,81,0,C,
scrutiniCI,11310130070,ESERCIZIO,2412,1919,"79,56",Dato aggiornato al 05/03/2018 - 09:26,4,4,,,,22,51,0,C,
scrutiniCI,11310130100,ESERCIZIO,1557,1176,"75,52",Dato aggiornato al 05/03/2018 - 05:15,3,3,,,,16,46,0,C,
scrutiniCI,11310130120,ESERCIZIO,2566,2070,"80,67",Dato aggiornato al 05/03/2018 - 03:38,4,4,,,,31,62,0,C,
scrutiniCI,11310130140,ESERCIZIO,915,699,"76,39",Dato aggiornato al 05/03/2018 - 05:24,1,1,,,,11,27,0,C,
scrutiniCI,11310130160,ESERCIZIO,3412,2731,"80,04",Dato aggiornato al 05/03/2018 - 09:26,4,4,,,,15,72,0,C,
scrutiniCI,11310130200,ESERCIZIO,16233,13144,"80,97",Dato aggiornato al 05/03/2018 - 05:27,18,18,,,,128,337,7,C,
scrutiniCI,11310130220,ESERCIZIO,4364,3364,"77,08",Dato aggiornato al 05/03/2018 - 04:40,8,8,,,,44,101,0,C,
scrutiniCI,11310130250,ESERCIZIO,5013,3867,"77,13",Dato aggiornato al 05/03/2018 - 09:26,6,6,,,,34,139,0,C,
scrutiniCI,11310130260,ESERCIZIO,1438,1195,"83,10",Dato aggiornato al 05/03/2018 - 04:23,2,2,,,,19,54,0,C,
scrutiniCI,11310130310,ESERCIZIO,3005,2317,"77,10",Dato aggiornato al 05/03/2018 - 07:24,5,5,,,,27,100,0,C,
scrutiniCI,11310130320,ESERCIZIO,53213,42375,"79,63",Dato aggiornato al 05/03/2018 - 09:26,61,61,,,,396,1050,6,C,
scrutiniCI,11310130340,ESERCIZIO,3369,2539,"75,36",Dato aggiornato al 05/03/2018 - 03:28,6,6,,,,27,95,0,C,
scrutiniCI,11310130370,ESERCIZIO,12811,10288,"80,30",Dato aggiornato al 05/03/2018 - 09:26,16,16,,,,89,264,0,C,
scrutiniCI,11310130400,ESERCIZIO,2944,2121,"72,04",Dato aggiornato al 05/03/2018 - 04:05,5,5,,,,31,62,0,C,
scrutiniCI,11310130410,ESERCIZIO,4573,3468,"75,83",Dato aggiornato al 05/03/2018 - 09:26,7,7,,,,33,94,0,C,
scrutiniCI,11310130440,ESERCIZIO,4936,3709,"75,14",Dato aggiornato al 05/03/2018 - 05:52,7,7,,,,31,143,0,C,
scrutiniCI,11310130450,ESERCIZIO,3476,2910,"83,71",Dato aggiornato al 05/03/2018 - 03:54,4,4,,,,24,69,0,C,
scrutiniCI,11310130460,ESERCIZIO,10765,8813,"81,86",Dato aggiornato al 05/03/2018 - 06:20,11,11,,,,76,247,0,C,
scrutiniCI,11310130470,ESERCIZIO,13658,11028,"80,74",Dato aggiornato al 05/03/2018 - 06:19,19,19,,,,85,262,0,C,
scrutiniCI,11310130510,ESERCIZIO,3360,2492,"74,16",Dato aggiornato al 05/03/2018 - 05:22,4,4,,,,32,77,0,C,
scrutiniCI,11310130540,ESERCIZIO,25355,20572,"81,13",Dato aggiornato al 05/03/2018 - 09:26,31,31,,,,157,446,1,C,
scrutiniCI,11320130010,ESERCIZIO,9027,7414,"82,13",Dato aggiornato al 05/03/2018 - 05:15,11,11,,,,70,192,0,C,
scrutiniCI,11320130020,ESERCIZIO,7555,6183,"81,83",Dato aggiornato al 05/03/2018 - 06:26,9,9,,,,55,188,0,C,
scrutiniCI,11320130030,ESERCIZIO,5196,4183,"80,50",Dato aggiornato al 05/03/2018 - 04:17,7,7,,,,48,117,0,C,
scrutiniCI,11320130050,ESERCIZIO,4223,3457,"81,86",Dato aggiornato al 05/03/2018 - 05:41,4,4,,,,23,82,0,C,
scrutiniCI,11320130080,ESERCIZIO,14068,11278,"80,16",Dato aggiornato al 05/03/2018 - 07:13,17,17,,,,123,318,2,C,
scrutiniCI,11320130090,ESERCIZIO,10202,8422,"82,55",Dato aggiornato al 05/03/2018 - 09:26,12,12,,,,58,255,0,C,
scrutiniCI,11320130170,ESERCIZIO,4854,3988,"82,15",Dato aggiornato al 05/03/2018 - 05:01,6,6,,,,33,107,0,C,
scrutiniCI,11320130190,ESERCIZIO,14131,11572,"81,89",Dato aggiornato al 05/03/2018 - 09:09,16,16,,,,86,298,4,C,
scrutiniCI,11320130210,ESERCIZIO,11962,9803,"81,95",Dato aggiornato al 05/03/2018 - 09:26,16,16,,,,78,232,1,C,
scrutiniCI,11320130240,ESERCIZIO,9725,7699,"79,16",Dato aggiornato al 05/03/2018 - 07:50,14,14,,,,89,242,1,C,
scrutiniCI,11320130280,ESERCIZIO,3940,3113,"79,01",Dato aggiornato al 05/03/2018 - 06:50,5,5,,,,51,128,1,C,
scrutiniCI,11320130300,ESERCIZIO,9182,7624,"83,03",Dato aggiornato al 05/03/2018 - 08:18,9,9,,,,66,197,1,C,
scrutiniCI,11320130350,ESERCIZIO,6836,5347,"78,21",Dato aggiornato al 05/03/2018 - 07:30,7,7,,,,49,202,0,C,
scrutiniCI,11320130380,ESERCIZIO,6768,5377,"79,44",Dato aggiornato al 05/03/2018 - 04:51,9,9,,,,56,182,0,C,
scrutiniCI,11320130390,ESERCIZIO,11827,9324,"78,83",Dato aggiornato al 05/03/2018 - 05:02,14,14,,,,101,310,0,C,
scrutiniCI,11320130480,ESERCIZIO,5436,4474,"82,30",Dato aggiornato al 05/03/2018 - 07:41,7,7,,,,53,127,0,C,
scrutiniCI,11320130500,ESERCIZIO,6431,5417,"84,23",Dato aggiornato al 05/03/2018 - 07:30,8,8,,,,44,195,0,C,
scrutiniCI,11320130520,ESERCIZIO,6475,5317,"82,11",Dato aggiornato al 05/03/2018 - 05:27,7,7,,,,65,163,0,C,
scrutiniCI,11320130530,ESERCIZIO,21405,17548,"81,98",Dato aggiornato al 05/03/2018 - 06:06,26,26,,,,165,463,1,C,
scrutiniCI,11320130550,ESERCIZIO,9242,7256,"78,51",Dato aggiornato al 05/03/2018 - 06:16,10,10,,,,70,214,0,C,
scrutiniCI,11320130560,ESERCIZIO,5322,4283,"80,47",Dato aggiornato al 05/03/2018 - 09:26,7,7,,,,37,131,13,C,
scrutiniCI,11330130060,ESERCIZIO,198379,150603,"75,91",Dato aggiornato al 05/03/2018 - 09:59,316,316,,,,1201,3612,3,C,
scrutiniCI,11340130005,ESERCIZIO,5361,3985,"74,33",Dato aggiornato al 05/03/2018 - 04:28,9,9,,,,48,157,0,C,
scrutiniCI,11340130060,ESERCIZIO,87411,66909,"76,54",Dato aggiornato al 05/03/2018 - 09:42,129,129,,,,587,1613,11,C,
scrutiniCI,11340130110,ESERCIZIO,27434,21792,"79,43",Dato aggiornato al 05/03/2018 - 05:31,39,39,,,,185,528,4,C,
scrutiniCI,11340130130,ESERCIZIO,1520,1114,"73,28",Dato aggiornato al 05/03/2018 - 03:46,4,4,,,,12,33,0,C,
scrutiniCI,11340130150,ESERCIZIO,2713,2084,"76,81",Dato aggiornato al 05/03/2018 - 05:15,4,4,,,,22,73,0,C,
scrutiniCI,11340130270,ESERCIZIO,3718,2814,"75,68",Dato aggiornato al 05/03/2018 - 03:36,8,8,,,,58,120,0,C,
scrutiniCI,11340130330,ESERCIZIO,1768,1297,"73,35",Dato aggiornato al 05/03/2018 - 03:11,3,3,,,,12,44,0,C,
scrutiniCI,11340130360,ESERCIZIO,5188,4122,"79,45",Dato aggiornato al 05/03/2018 - 07:24,7,7,,,,35,130,22,C,
scrutiniCI,11340130420,ESERCIZIO,8710,7135,"81,91",Dato aggiornato al 05/03/2018 - 05:17,11,11,,,,42,167,0,C,
scrutiniCI,11340130570,ESERCIZIO,11500,9299,"80,86",Dato aggiornato al 05/03/2018 - 06:26,14,14,,,,74,237,0,C,
scrutiniCI,11340130585,ESERCIZIO,22884,18399,"80,40",Dato aggiornato al 05/03/2018 - 09:26,30,30,,,,184,540,0,C,
scrutiniCI,11340130590,ESERCIZIO,5672,4312,"76,02",Dato aggiornato al 05/03/2018 - 07:41,8,8,,,,53,152,0,C,
scrutiniCI,11340130600,ESERCIZIO,14717,12110,"82,28",Dato aggiornato al 05/03/2018 - 05:02,20,20,,,,99,287,0,C,
scrutiniCI,11410680010,ESERCIZIO,6891,5851,"84,90",Dato aggiornato al 05/03/2018 - 05:47,8,8,,,,67,172,0,C,
scrutiniCI,11410680020,ESERCIZIO,7030,5620,"79,94",Dato aggiornato al 05/03/2018 - 05:22,7,7,,,,61,150,0,C,
scrutiniCI,11410680030,ESERCIZIO,2526,1934,"76,56",Dato aggiornato al 05/03/2018 - 04:08,4,4,,,,25,52,0,C,
scrutiniCI,11410680040,ESERCIZIO,7672,5964,"77,73",Dato aggiornato al 05/03/2018 - 09:26,7,7,,,,79,192,0,C,
scrutiniCI,11410680050,ESERCIZIO,3807,2895,"76,04",Dato aggiornato al 05/03/2018 - 03:37,5,5,,,,51,157,0,C,
scrutiniCI,11410680060,ESERCIZIO,4073,3079,"75,59",Dato aggiornato al 05/03/2018 - 05:56,5,5,,,,24,101,0,C,
scrutiniCI,11410680080,ESERCIZIO,7706,6010,"77,99",Dato aggiornato al 05/03/2018 - 07:22,8,8,,,,45,158,0,C,
scrutiniCI,11410680090,ESERCIZIO,3943,3073,"77,93",Dato aggiornato al 05/03/2018 - 08:39,4,4,,,,56,105,0,C,
scrutiniCI,11410680100,ESERCIZIO,3720,2821,"75,83",Dato aggiornato al 05/03/2018 - 05:39,4,4,,,,35,86,0,C,
scrutiniCI,11410680110,ESERCIZIO,3203,2566,"80,11",Dato aggiornato al 05/03/2018 - 02:55,5,5,,,,44,93,0,C,
scrutiniCI,11410680120,ESERCIZIO,14356,11443,"79,70",Dato aggiornato al 05/03/2018 - 09:26,14,14,,,,112,365,1,C,
scrutiniCI,11410680130,ESERCIZIO,3554,2846,"80,07",Dato aggiornato al 05/03/2018 - 05:40,4,4,,,,52,105,0,C,
scrutiniCI,11410680140,ESERCIZIO,11725,9489,"80,92",Dato aggiornato al 05/03/2018 - 06:15,12,12,,,,101,265,0,C,
scrutiniCI,11410680150,ESERCIZIO,6215,4898,"78,80",Dato aggiornato al 05/03/2018 - 05:36,8,8,,,,67,191,0,C,
scrutiniCI,11410680160,ESERCIZIO,8004,6287,"78,54",Dato aggiornato al 05/03/2018 - 06:10,11,11,,,,82,192,0,C,
scrutiniCI,11410680180,ESERCIZIO,2883,2248,"77,97",Dato aggiornato al 05/03/2018 - 05:39,4,4,,,,34,115,0,C,
scrutiniCI,11410680210,ESERCIZIO,4572,3710,"81,14",Dato aggiornato al 05/03/2018 - 05:19,5,5,,,,44,107,0,C,
scrutiniCI,11410680220,ESERCIZIO,4317,3383,"78,36",Dato aggiornato al 05/03/2018 - 05:24,5,5,,,,26,76,0,C,
scrutiniCI,11410680230,ESERCIZIO,4849,3785,"78,05",Dato aggiornato al 05/03/2018 - 09:26,6,6,,,,33,124,0,C,
scrutiniCI,11410680240,ESERCIZIO,11108,8572,"77,16",Dato aggiornato al 05/03/2018 - 09:08,14,14,,,,92,265,0,C,
scrutiniCI,11410680260,ESERCIZIO,6291,4877,"77,52",Dato aggiornato al 05/03/2018 - 07:25,7,7,,,,55,180,0,C,
scrutiniCI,11410680270,ESERCIZIO,8011,6385,"79,70",Dato aggiornato al 05/03/2018 - 09:05,8,8,,,,71,177,0,C,
scrutiniCI,11410680280,ESERCIZIO,9736,7798,"80,09",Dato aggiornato al 05/03/2018 - 04:59,13,13,,,,72,248,0,C,
scrutiniCI,11410680290,ESERCIZIO,5303,4052,"76,40",Dato aggiornato al 05/03/2018 - 05:27,6,6,,,,47,157,1,C,
scrutiniCI,11410680300,ESERCIZIO,10355,8546,"82,53",Dato aggiornato al 05/03/2018 - 04:39,11,11,,,,81,255,0,C,
scrutiniCI,11410680320,ESERCIZIO,6761,5498,"81,31",Dato aggiornato al 05/03/2018 - 04:30,8,8,,,,75,170,0,C,
scrutiniCI,11410680340,ESERCIZIO,4402,3650,"82,91",Dato aggiornato al 05/03/2018 - 05:58,5,5,,,,33,115,0,C,
scrutiniCI,11410680350,ESERCIZIO,2743,2216,"80,78",Dato aggiornato al 05/03/2018 - 03:08,3,3,,,,33,79,0,C,
scrutiniCI,11410680380,ESERCIZIO,4576,3569,"77,99",Dato aggiornato al 05/03/2018 - 05:25,6,6,,,,30,91,0,C,
scrutiniCI,11410680390,ESERCIZIO,8328,6672,"80,11",Dato aggiornato al 05/03/2018 - 04:52,10,10,,,,70,167,0,C,
scrutiniCI,11410680400,ESERCIZIO,19794,16186,"81,77",Dato aggiornato al 05/03/2018 - 06:47,23,23,,,,150,478,4,C,
scrutiniCI,11410680410,ESERCIZIO,3365,2575,"76,52",Dato aggiornato al 05/03/2018 - 05:02,4,4,,,,45,91,0,C,
scrutiniCI,11410680415,ESERCIZIO,3424,2476,"72,31",Dato aggiornato al 05/03/2018 - 05:17,9,9,,,,32,106,0,C,
scrutiniCI,11410680420,ESERCIZIO,1527,1145,"74,98",Dato aggiornato al 05/03/2018 - 03:39,3,3,,,,11,35,0,C,
scrutiniCI,11410680430,ESERCIZIO,3332,2707,"81,24",Dato aggiornato al 05/03/2018 - 05:54,4,4,,,,44,89,0,C,
scrutiniCI,11410680440,ESERCIZIO,2660,2153,"80,93",Dato aggiornato al 05/03/2018 - 04:05,4,4,,,,24,64,0,C,
scrutiniCI,11410680450,ESERCIZIO,3006,2172,"72,25",Dato aggiornato al 05/03/2018 - 03:58,7,7,,,,38,84,0,C,
scrutiniCI,11420560100,ESERCIZIO,6266,4636,"73,98",Dato aggiornato al 05/03/2018 - 05:17,8,8,,,,20,99,0,C,
scrutiniCI,11420560210,ESERCIZIO,2365,1777,"75,13",Dato aggiornato al 05/03/2018 - 04:29,3,3,,,,17,54,0,C,
scrutiniCI,11420560270,ESERCIZIO,138887,104186,"75,01",Dato aggiornato al 05/03/2018 - 07:16,207,207,,,,803,2190,3,C,
scrutiniCI,11420560300,ESERCIZIO,2233,1667,"74,65",Dato aggiornato al 05/03/2018 - 04:24,4,4,,,,14,41,0,C,
scrutiniCI,11420560330,ESERCIZIO,4168,3293,"79,00",Dato aggiornato al 05/03/2018 - 05:24,5,5,,,,40,108,0,C,
scrutiniCI,11420560345,ESERCIZIO,5928,4618,"77,90",Dato aggiornato al 05/03/2018 - 04:57,7,7,,,,55,131,1,C,
scrutiniCI,11420560370,ESERCIZIO,7262,5694,"78,40",Dato aggiornato al 05/03/2018 - 07:48,8,8,,,,31,145,10,C,
scrutiniCI,11420560410,ESERCIZIO,5617,4347,"77,39",Dato aggiornato al 05/03/2018 - 09:26,7,7,,,,35,123,0,C,
scrutiniCI,11430560010,ESERCIZIO,1818,1263,"69,47",Dato aggiornato al 05/03/2018 - 13:07,4,4,,,,13,43,0,C,
scrutiniCI,11430560020,ESERCIZIO,1822,1141,"62,62",Dato aggiornato al 05/03/2018 - 03:29,4,4,,,,12,34,0,C,
scrutiniCI,11430560030,ESERCIZIO,2781,1906,"68,53",Dato aggiornato al 05/03/2018 - 05:08,6,6,,,,30,95,0,C,
scrutiniCI,11430560040,ESERCIZIO,2280,1120,"49,12",Dato aggiornato al 05/03/2018 - 03:41,4,4,,,,14,59,0,C,
scrutiniCI,11430560050,ESERCIZIO,814,390,"47,91",Dato aggiornato al 05/03/2018 - 03:08,2,2,,,,7,14,0,C,
scrutiniCI,11430560060,ESERCIZIO,5448,4098,"75,22",Dato aggiornato al 05/03/2018 - 03:17,11,11,,,,46,172,0,C,
scrutiniCI,11430560070,ESERCIZIO,5500,3910,"71,09",Dato aggiornato al 05/03/2018 - 05:02,7,7,,,,37,100,0,C,
scrutiniCI,11430560080,ESERCIZIO,1477,1048,"70,95",Dato aggiornato al 05/03/2018 - 03:08,2,2,,,,6,21,0,C,
scrutiniCI,11430560090,ESERCIZIO,11043,8776,"79,47",Dato aggiornato al 05/03/2018 - 05:13,14,14,,,,60,184,0,C,
scrutiniCI,11430560110,ESERCIZIO,878,649,"73,91",Dato aggiornato al 05/03/2018 - 03:27,2,2,,,,14,18,0,C,
scrutiniCI,11430560120,ESERCIZIO,1604,1057,"65,89",Dato aggiornato al 05/03/2018 - 03:22,2,2,,,,16,36,0,C,
