collegioPlurinominale,tipo_riga,cand_descr_riga,img_lista,descr_lista,link_cand_lista,voti,perc,eletto,perc_voti_liste,cifra_el,perc_cifra_el,seggi
02130000000,CA,ANDREA OLIVERO,,,,6,"14,63",,,,,
02130000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,4,"10,00",,,4,"10,00",
02130000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,1,"2,50",,,1,"2,50",
02130000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,1,"2,50",,,1,"2,50",
02130000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
02130000000,XX,,,,,,,,,,,
02130000000,CA,BARBARA LUISA GIOLITTI,,,,1,"2,43",,,,,
02130000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,1,"2,50",,,1,"2,50",
02130000000,XX,,,,,,,,,,,
02130000000,CA,REBECCA BOND,,,,1,"2,43",,,,,
02130000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,1,"2,50",,,1,"2,50",
02130000000,XX,,,,,,,,,,,
02130000000,CA,CINZIA GOTTA,,,,-,-,,,,,
02130000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
02130000000,XX,,,,,,,,,,,
02130000000,CA,SIMONE BORIO,,,,-,-,,,,,
02130000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
02130000000,XX,,,,,,,,,,,
02130000000,CA,SONJA SIMONDI,,,,-,-,,,,,
02130000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
02130000000,XX,,,,,,,,,,,
02130000000,CA,DENIS FERRARIS,,,,-,-,,,,,
02130000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
02130000000,XX,,,,,,,,,,,
02130000000,TU,Uninominale,,,,41,"100,00",,,,,
02130000000,TP,Proporzionale,,,,40,"100,00",,"100,00",,,
02140000000,CA,GIUSEPPE BESSONE,,,,-,-,,,,,
02140000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
02140000000,XX,,,,,,,,,,,
02140000000,CA,LORENZO PAGLIERI,,,,-,-,,,,,
02140000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
02140000000,XX,,,,,,,,,,,
02140000000,CA,ENRICO COSTA,,,,-,-,,,,,
02140000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
02140000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
02140000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
02140000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
02140000000,XX,,,,,,,,,,,
02140000000,CA,DAVIDE DI GIACOMO,,,,-,-,,,,,
02140000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
02140000000,XX,,,,,,,,,,,
02140000000,CA,GIORGIO CRANA,,,,-,-,,,,,
02140000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
02140000000,XX,,,,,,,,,,,
02140000000,CA,FEDERICO COSTAMAGNA,,,,-,-,,,,,
02140000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
02140000000,XX,,,,,,,,,,,
02140000000,CA,DEBORAH URRAI,,,,-,-,,,,,
02140000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
02140000000,XX,,,,,,,,,,,
02140000000,CA,CHIARA PAUSELLI,,,,-,-,,,,,
02140000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
02140000000,XX,,,,,,,,,,,
02140000000,CA,FRANCESCO BALOCCO,,,,-,-,,,,,
02140000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
02140000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
02140000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
02140000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
02140000000,XX,,,,,,,,,,,
02140000000,TU,Uninominale,,,,-,-,,,,,
02140000000,TP,Proporzionale,,,,-,-,,-,,,
02210000000,CA,LAURA DELLA BIANCA,,,,-,-,,,,,
02210000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
02210000000,XX,,,,,,,,,,,
02210000000,CA,DIEGO BRIGNOLI,,,,-,-,,,,,
02210000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
02210000000,XX,,,,,,,,,,,
02210000000,CA,MIRELLA CRISTINA,,,,-,-,,,,,
02210000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
02210000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
02210000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
02210000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
02210000000,XX,,,,,,,,,,,
02210000000,CA,SARA FERRARO,,,,-,-,,,,,
02210000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
02210000000,XX,,,,,,,,,,,
02210000000,CA,VIVIANA ZANOTTI,,,,-,-,,,,,
02210000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
02210000000,XX,,,,,,,,,,,
02210000000,CA,SIMONA PEDROLI,,,,-,-,,,,,
02210000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
02210000000,XX,,,,,,,,,,,
02210000000,CA,ADELE GIULIA BALDI,,,,-,-,,,,,
02210000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
02210000000,XX,,,,,,,,,,,
02210000000,CA,SARA BACCHETTA,,,,-,-,,,,,
02210000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
02210000000,XX,,,,,,,,,,,
02210000000,CA,VITTORIA ALBERTINI,,,,-,-,,,,,
02210000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
02210000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
02210000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
02210000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
02210000000,XX,,,,,,,,,,,
02210000000,TU,Uninominale,,,,-,-,,,,,
02210000000,TP,Proporzionale,,,,-,-,,-,,,
02220000000,CA,MARCO ANTONIO VACCA,,,,-,-,,,,,
02220000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
02220000000,XX,,,,,,,,,,,
02220000000,CA,GIUSEPPINA MUSCARIELLO,,,,-,-,,,,,
02220000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
02220000000,XX,,,,,,,,,,,
02220000000,CA,ALBERTO LUIGI GUSMEROLI,,,,-,-,,,,,
02220000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
02220000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
02220000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
02220000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
02220000000,XX,,,,,,,,,,,
02220000000,CA,SIMONE GAIERA,,,,-,-,,,,,
02220000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
02220000000,XX,,,,,,,,,,,
02220000000,CA,GIUDITTA FRANCESE,,,,-,-,,,,,
02220000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
02220000000,XX,,,,,,,,,,,
02220000000,CA,DAVIDE CRIPPA,,,,-,-,,,,,
02220000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
02220000000,XX,,,,,,,,,,,
02220000000,CA,LORENZO BORIOLI,,,,-,-,,,,,
02220000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
02220000000,XX,,,,,,,,,,,
02220000000,CA,ALBERTO AURELIO CERUTTI,,,,-,-,,,,,
02220000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
02220000000,XX,,,,,,,,,,,
02220000000,CA,FRANCA BIONDELLI,,,,-,-,,,,,
02220000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
02220000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
02220000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
02220000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
02220000000,XX,,,,,,,,,,,
02220000000,TU,Uninominale,,,,-,-,,,,,
02220000000,TP,Proporzionale,,,,-,-,,-,,,
02230000000,CA,ANDREA DELMASTRO DELLE VEDOVE,,,,55,"50,45",,,,,
02230000000,LI,,24-20180304000000-11367-0.png,LEGA,,29,"27,61",,,29,"27,61",
02230000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,22,"20,95",,,22,"20,95",
02230000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,3,"2,85",,,3,"2,85",
02230000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,1,"0,95",,,1,"0,95",
02230000000,XX,,,,,,,,,,,
02230000000,CA,EMANUELE ALBERTO CUTELLE',,,,33,"30,27",,,,,
02230000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,31,"29,52",,,31,"29,52",
02230000000,XX,,,,,,,,,,,
02230000000,CA,NICOLETTA FAVERO,,,,17,"15,59",,,,,
02230000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,15,"14,28",,,15,"14,28",
02230000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,1,"0,95",,,1,"0,95",
02230000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
02230000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
02230000000,XX,,,,,,,,,,,
02230000000,CA,SARA GERALLINI,,,,2,"1,83",,,,,
02230000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,2,"1,90",,,2,"1,90",
02230000000,XX,,,,,,,,,,,
02230000000,CA,DORIANO RAISE,,,,2,"1,83",,,,,
02230000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,1,"0,95",,,1,"0,95",
02230000000,XX,,,,,,,,,,,
02230000000,CA,LUCIA BUSACCA,,,,-,-,,,,,
02230000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
02230000000,XX,,,,,,,,,,,
02230000000,CA,AUGUSTO LUTTORE,,,,-,-,,,,,
02230000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
02230000000,XX,,,,,,,,,,,
02230000000,CA,FLAVIO MENEGOTTI,,,,-,-,,,,,
02230000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
02230000000,XX,,,,,,,,,,,
02230000000,CA,CRISTINA ZACCANTI,,,,-,-,,,,,
02230000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
02230000000,XX,,,,,,,,,,,
02230000000,TU,Uninominale,,,,109,"100,00",,,,,
02230000000,TP,Proporzionale,,,,105,"100,00",,"100,00",,,
02240000000,CA,PAOLO FABIANI,,,,-,-,,,,,
02240000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
02240000000,XX,,,,,,,,,,,
02240000000,CA,MARCO ROSSI,,,,-,-,,,,,
02240000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
02240000000,XX,,,,,,,,,,,
02240000000,CA,PAOLO TIRAMANI,,,,-,-,,,,,
02240000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
02240000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
02240000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
02240000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
02240000000,XX,,,,,,,,,,,
02240000000,CA,PAOLO MICHELONE,,,,-,-,,,,,
02240000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
02240000000,XX,,,,,,,,,,,
02240000000,CA,MARCO ORILIA,,,,-,-,,,,,
02240000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
02240000000,XX,,,,,,,,,,,
02240000000,CA,PAOLO MARIA MOSCA,,,,-,-,,,,,
02240000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
02240000000,XX,,,,,,,,,,,
02240000000,CA,MONIA GHIRALDI,,,,-,-,,,,,
02240000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
02240000000,XX,,,,,,,,,,,
02240000000,CA,ELISA MARIA TACCHELLI,,,,-,-,,,,,
02240000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
02240000000,XX,,,,,,,,,,,
02240000000,CA,LUIGI BOBBA,,,,-,-,,,,,
02240000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
02240000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
02240000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
02240000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
02240000000,XX,,,,,,,,,,,
02240000000,TU,Uninominale,,,,-,-,,,,,
02240000000,TP,Proporzionale,,,,-,-,,-,,,
03110000000,CA,DAVIDE TRIPIEDI,,,,-,-,,,,,
03110000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
03110000000,XX,,,,,,,,,,,
03110000000,CA,PAOLO DE BORTOLI,,,,-,-,,,,,
03110000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
03110000000,XX,,,,,,,,,,,
03110000000,CA,SIMONE CRINO',,,,-,-,,,,,
03110000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
03110000000,XX,,,,,,,,,,,
03110000000,CA,ADRIANO CREPALDI,,,,-,-,,,,,
03110000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
03110000000,XX,,,,,,,,,,,
03110000000,CA,VALENTINA FUMAGALLI,,,,-,-,,,,,
03110000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
03110000000,XX,,,,,,,,,,,
03110000000,CA,GIORGIO CELSI,,,,-,-,,,,,
03110000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
03110000000,XX,,,,,,,,,,,
03110000000,CA,CRISTIANO DI BATTISTA,,,,-,-,,,,,
03110000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
03110000000,XX,,,,,,,,,,,
03110000000,CA,MARTA GALIMBERTI,,,,-,-,,,,,
03110000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
03110000000,XX,,,,,,,,,,,
03110000000,CA,MARIA ANTONIA MOLTENI,,,,-,-,,,,,
03110000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
03110000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
03110000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
03110000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
03110000000,XX,,,,,,,,,,,
03110000000,CA,MICHELA MARIA ROSA VACCARO,,,,-,-,,,,,
03110000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
03110000000,XX,,,,,,,,,,,
03110000000,CA,PAOLA FRASSINETTI,,,,-,-,,,,,
03110000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
03110000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
03110000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
03110000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
03110000000,XX,,,,,,,,,,,
03110000000,TU,Uninominale,,,,-,-,,,,,
03110000000,TP,Proporzionale,,,,-,-,,-,,,
03120000000,CA,LUZ MARTA DE POLI,,,,-,-,,,,,
03120000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
03120000000,XX,,,,,,,,,,,
03120000000,CA,PAOLA GHIDOTTI,,,,-,-,,,,,
03120000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
03120000000,XX,,,,,,,,,,,
03120000000,CA,MICHELE QUITADAMO,,,,-,-,,,,,
03120000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
03120000000,XX,,,,,,,,,,,
03120000000,CA,DAVIDE LISSONI,,,,-,-,,,,,
03120000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
03120000000,XX,,,,,,,,,,,
03120000000,CA,GIAN PIERO BONFANTI,,,,-,-,,,,,
03120000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
03120000000,XX,,,,,,,,,,,
03120000000,CA,MIRKO CASTIGNANI,,,,-,-,,,,,
03120000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
03120000000,XX,,,,,,,,,,,
03120000000,CA,MASSIMO RAFFANINI,,,,-,-,,,,,
03120000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
03120000000,XX,,,,,,,,,,,
03120000000,CA,PIETRO LORENZO VIRTUANI,,,,-,-,,,,,
03120000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
03120000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
03120000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
03120000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
03120000000,XX,,,,,,,,,,,
03120000000,CA,ALESSANDRO GEROSA DETTO GERRY,,,,-,-,,,,,
03120000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
03120000000,XX,,,,,,,,,,,
03120000000,CA,ANDREA MANDELLI,,,,-,-,,,,,
03120000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
03120000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
03120000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
03120000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
03120000000,XX,,,,,,,,,,,
03120000000,TU,Uninominale,,,,-,-,,,,,
03120000000,TP,Proporzionale,,,,-,-,,-,,,
03130000000,CA,FEDERICA CASALINO,,,,-,-,,,,,
03130000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
03130000000,XX,,,,,,,,,,,
03130000000,CA,GIUSEPPE SCARAMOZZINO,,,,-,-,,,,,
03130000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
03130000000,XX,,,,,,,,,,,
03130000000,CA,ARTURO GEROMINI,,,,-,-,,,,,
03130000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
03130000000,XX,,,,,,,,,,,
03130000000,CA,ALESSIO BENINCASA,,,,-,-,,,,,
03130000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
03130000000,XX,,,,,,,,,,,
03130000000,CA,DARIO CASATI,,,,-,-,,,,,
03130000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
03130000000,XX,,,,,,,,,,,
03130000000,CA,ANDREA CAVENAGHI,,,,-,-,,,,,
03130000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
03130000000,XX,,,,,,,,,,,
03130000000,CA,STEFANO MOLINELLI,,,,-,-,,,,,
03130000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
03130000000,XX,,,,,,,,,,,
03130000000,CA,STEFANIA ARALDI,,,,-,-,,,,,
03130000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
03130000000,XX,,,,,,,,,,,
03130000000,CA,ENRICO BRAMBILLA,,,,-,-,,,,,
03130000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
03130000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
03130000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
03130000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
03130000000,XX,,,,,,,,,,,
03130000000,CA,ANTONIO LENTINI,,,,-,-,,,,,
03130000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
03130000000,XX,,,,,,,,,,,
03130000000,CA,VALENTINA APREA,,,,-,-,,,,,
03130000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
03130000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
03130000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
03130000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
03130000000,XX,,,,,,,,,,,
03130000000,TU,Uninominale,,,,-,-,,,,,
03130000000,TP,Proporzionale,,,,-,-,,-,,,
03210000000,CA,MICHAELA PIVA,,,,-,-,,,,,
03210000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
03210000000,XX,,,,,,,,,,,
03210000000,CA,GIOVANNI BERGAMINI,,,,-,-,,,,,
03210000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
03210000000,XX,,,,,,,,,,,
03210000000,CA,ANTONIO IOSSO,,,,-,-,,,,,
03210000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
03210000000,XX,,,,,,,,,,,
03210000000,CA,CIRO ATTANASIO,,,,-,-,,,,,
03210000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
03210000000,XX,,,,,,,,,,,
03210000000,CA,MARIA ROSARIA FERRARESI,,,,-,-,,,,,
03210000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
03210000000,XX,,,,,,,,,,,
03210000000,CA,MATTEO MOTTINI,,,,-,-,,,,,
03210000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
03210000000,XX,,,,,,,,,,,
03210000000,CA,LORENZO CAVALLI,,,,-,-,,,,,
03210000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
03210000000,XX,,,,,,,,,,,
03210000000,CA,GIANCARLA MARCHESI,,,,-,-,,,,,
03210000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
03210000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
03210000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
03210000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
03210000000,XX,,,,,,,,,,,
03210000000,CA,GIOVANNA PRANIO,,,,-,-,,,,,
03210000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
03210000000,XX,,,,,,,,,,,
03210000000,CA,ANDREA CRIPPA,,,,-,-,,,,,
03210000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
03210000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
03210000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
03210000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
03210000000,XX,,,,,,,,,,,
03210000000,TU,Uninominale,,,,-,-,,,,,
03210000000,TP,Proporzionale,,,,-,-,,-,,,
03220000000,CA,DANIELA GOBBO,,,,-,-,,,,,
03220000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
03220000000,XX,,,,,,,,,,,
03220000000,CA,LAURA BASSANETTI,,,,-,-,,,,,
03220000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
03220000000,XX,,,,,,,,,,,
03220000000,CA,MARCO ANGELO MARTINELLI,,,,-,-,,,,,
03220000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
03220000000,XX,,,,,,,,,,,
03220000000,CA,PAOLO FRANCESCO BAVILA,,,,-,-,,,,,
03220000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
03220000000,XX,,,,,,,,,,,
03220000000,CA,BARBARA GIACOVELLI,,,,-,-,,,,,
03220000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
03220000000,XX,,,,,,,,,,,
03220000000,CA,STEFANIA MIGLIUOLO,,,,-,-,,,,,
