Lista;Regione;Collegio Plurinominale;Collegio Uninominale;Numero Candidato;Candidato
NOI CON L'ITALIA - UDC;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;6;REGIMENTI LUISA
NOI CON L'ITALIA - UDC;LAZIO;LAZIO - 03;09 - LATINA;6;FAZZONE CLAUDIO
NOI CON L'ITALIA - UDC;LAZIO;LAZIO - 03;10 - VELLETRI;6;SACCONE ANTONIO
NOI CON L'ITALIA - UDC;LIGURIA;LIGURIA - 01;01 - SAVONA;1;RIPAMONTI PAOLO
NOI CON L'ITALIA - UDC;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;1;VACCAREZZA ANGELO
NOI CON L'ITALIA - UDC;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;1;PUCCIARELLI STEFANIA
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;4;CENTINAIO GIAN MARCO
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;4;GARNERO SANTANCHE' DANIELA
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;4;RAUTI ISABELLA
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 02;12 - BERGAMO;4;GALLONE MARIA ALESSANDRA
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 02;13 - TREVIGLIO;4;PERGREFFI SIMONA
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 02;14 - BRESCIA;4;PAROLI ADRIANO
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 02;15 - LUMEZZANE;4;BORGHESI STEFANO
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 03;08 - LECCO;4;FAGGI ANTONELLA
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 03;09 - CANTÙ;4;RONZULLI LICIA
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 03;10 - COMO;4;RIVOLTA ERICA
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 03;11 - VARESE;4;CANDIANI STEFANO
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;4;PAGLIUCA LUIGI
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;4;CANTU' MARIA CRISTINA
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;4;SCIASCIA SALVATORE
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;4;LA RUSSA IGNAZIO
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;3;PELLEGRINI EMANUELE
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;4;CRAXI STEFANIA GABRIELLA ANASTASIA
NOI CON L'ITALIA - UDC;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;4;ROMANI PAOLO
NOI CON L'ITALIA - UDC;MARCHE;MARCHE - 01;01 - PESARO;12;BONFRISCO ANNA
NOI CON L'ITALIA - UDC;MARCHE;MARCHE - 01;02 - ANCONA;12;PAZZAGLINI GIULIANO
NOI CON L'ITALIA - UDC;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;12;CIRIACI GRAZIELLA
NOI CON L'ITALIA - UDC;MOLISE;MOLISE - 01;01 - CAMPOBASSO;5;IORIO ANGELO MICHELE
NOI CON L'ITALIA - UDC;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;7;TIRABOSCHI MARIA VIRGINIA
NOI CON L'ITALIA - UDC;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;7;CASOLATI MARZIA
NOI CON L'ITALIA - UDC;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;7;FERRERO ROBERTA
NOI CON L'ITALIA - UDC;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;7;GOBETTI PAOLA
NOI CON L'ITALIA - UDC;PIEMONTE;PIEMONTE - 02;05 - NOVARA;7;NASTRI GAETANO
NOI CON L'ITALIA - UDC;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;7;PICHETTO FRATIN GILBERTO
NOI CON L'ITALIA - UDC;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;7;BERUTTI MASSIMO VITTORIO
NOI CON L'ITALIA - UDC;PIEMONTE;PIEMONTE - 02;08 - CUNEO;7;PEROSINO MARCO
NOI CON L'ITALIA - UDC;PUGLIA;PUGLIA - 01;01 - BARI;9;MELCHIORRE FILIPPO
NOI CON L'ITALIA - UDC;PUGLIA;PUGLIA - 01;02 - ALTAMURA;9;MINUTO ANNA CARMELA
NOI CON L'ITALIA - UDC;PUGLIA;PUGLIA - 01;03 - ANDRIA;9;SILVESTRIS SERGIO PAOLO FRANCESCO
NOI CON L'ITALIA - UDC;PUGLIA;PUGLIA - 01;08 - FOGGIA;9;SPEZZATI ANTONELLA
NOI CON L'ITALIA - UDC;PUGLIA;PUGLIA - 02;04 - BRINDISI;9;SCATIGNA TOMMASO
NOI CON L'ITALIA - UDC;PUGLIA;PUGLIA - 02;05 - LECCE;8;VITALI LUIGI
NOI CON L'ITALIA - UDC;PUGLIA;PUGLIA - 02;06 - NARDÒ;9;CARIDDI LUCIANO
NOI CON L'ITALIA - UDC;PUGLIA;PUGLIA - 02;07 - TARANTO;9;FRANCAVILLA MARIA
NOI CON L'ITALIA - UDC;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;6;BASCIU MARIA CHIARA
NOI CON L'ITALIA - UDC;SARDEGNA;SARDEGNA - 01;02 - NUORO;6;PALERMO LORENZO
NOI CON L'ITALIA - UDC;SARDEGNA;SARDEGNA - 01;03 - SASSARI;6;MORO ANTONIO
NOI CON L'ITALIA - UDC;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;5;TANTILLO GIULIO
NOI CON L'ITALIA - UDC;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;5;BONAFEDE ESTERINA
NOI CON L'ITALIA - UDC;SICILIA;SICILIA - 01;03 - MARSALA;5;SCILLA ANTONINO
NOI CON L'ITALIA - UDC;SICILIA;SICILIA - 01;04 - AGRIGENTO;5;GIAMBRONE VINCENZO
NOI CON L'ITALIA - UDC;SICILIA;SICILIA - 01;05 - GELA;5;CANDURA GIOVANNA
NOI CON L'ITALIA - UDC;SICILIA;SICILIA - 02;06 - MESSINA;5;PAPATHEU URANIA GIULIA ROSINA
NOI CON L'ITALIA - UDC;SICILIA;SICILIA - 02;07 - ACIREALE;5;ATTAGUILE ANGELO
NOI CON L'ITALIA - UDC;SICILIA;SICILIA - 02;08 - CATANIA;5;STANCANELLI RAFFAELE
NOI CON L'ITALIA - UDC;SICILIA;SICILIA - 02;09 - SIRACUSA;5;MUTI MARIELLA
NOI CON L'ITALIA - UDC;TOSCANA;TOSCANA - 01;01 - FIRENZE ;6;BAGNAI ALBERTO
NOI CON L'ITALIA - UDC;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;6;SCARPATI STEFANIA
NOI CON L'ITALIA - UDC;TOSCANA;TOSCANA - 01;03 - PRATO;6;LA PIETRA PATRIZIO GIACOMO
NOI CON L'ITALIA - UDC;TOSCANA;TOSCANA - 01;05 - LUCCA;6;MALLEGNI MASSIMO
NOI CON L'ITALIA - UDC;TOSCANA;TOSCANA - 02;04 - AREZZO;6;NISINI TIZIANA
NOI CON L'ITALIA - UDC;TOSCANA;TOSCANA - 02;06 - PISA;6;SBRANA ROSELLINA
NOI CON L'ITALIA - UDC;TOSCANA;TOSCANA - 02;07 - LIVORNO;6;BERARDI ROBERTO
NOI CON L'ITALIA - UDC;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;01 - BOLZANO/BOZEN;7;BESSONE MASSIMO
NOI CON L'ITALIA - UDC;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;02 - MERANO/MERAN;8;GERMONTANI MARIA IDA
NOI CON L'ITALIA - UDC;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;03 - BRESSANONE/BRIXEN;8;TOSS MARIA CRISTINA
NOI CON L'ITALIA - UDC;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;04 - TRENTO;6;DE BERTOLDI ANDREA
NOI CON L'ITALIA - UDC;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;05 - ROVERETO;7;CONZATTI DONATELLA
NOI CON L'ITALIA - UDC;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;06 - PERGINE VALSUGANA;7;TESTOR ELENA
NOI CON L'ITALIA - UDC;UMBRIA;UMBRIA - 01;01 - PERUGIA;4;ZAFFINI FRANCESCO
NOI CON L'ITALIA - UDC;UMBRIA;UMBRIA - 01;02 - TERNI;4;TESEI DONATELLA
NOI CON L'ITALIA - UDC;VENETO;VENETO - 01;01 - VENEZIA;12;ALBERTI CASELLATI MARIA ELISABETTA
NOI CON L'ITALIA - UDC;VENETO;VENETO - 01;02 - BELLUNO;12;FREGOLENT SONIA
NOI CON L'ITALIA - UDC;VENETO;VENETO - 01;03 - TREVISO;12;CANDURA MASSIMO
NOI CON L'ITALIA - UDC;VENETO;VENETO - 01;04 - ROVIGO;12;TOFFANIN ROBERTA
NOI CON L'ITALIA - UDC;VENETO;VENETO - 02;05 - PADOVA;12;DE POLI ANTONIO
NOI CON L'ITALIA - UDC;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;12;GHEDINI NICCOLO'
NOI CON L'ITALIA - UDC;VENETO;VENETO - 02;07 - VICENZA;12;STEFANI ERIKA
NOI CON L'ITALIA - UDC;VENETO;VENETO - 02;08 - VERONA;12;TOSATO PAOLO
NOI CON L'ITALIA - UDC;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;12;BERTACCO STEFANO
PARTITO COMUNISTA;ABRUZZO;ABRUZZO - 01;01 - PESCARA;7;DI FALCO ALICE
PARTITO COMUNISTA;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;7;ROFI DOMENICO
PARTITO COMUNISTA;BASILICATA;BASILICATA - 01;01 - POTENZA;7;FANELLI PIETRO
PARTITO COMUNISTA;CALABRIA;CALABRIA - 01;01 - CROTONE;6;ADAMO FRANCESCO DETTO FRANCO
PARTITO COMUNISTA;CALABRIA;CALABRIA - 01;02 - COSENZA;6;TORCHIO CRISTINA
PARTITO COMUNISTA;CALABRIA;CALABRIA - 01;03 - CATANZARO;6;CICCIU' ANGELA
PARTITO COMUNISTA;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;6;CIMATO FRANCESCO
PARTITO COMUNISTA;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;4;BIANCINI LAURA
PARTITO COMUNISTA;CAMPANIA;CAMPANIA - 01;02 - CASERTA;4;MONTELEONE GUIDO
PARTITO COMUNISTA;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;4;MARENGO FIORENZO
PARTITO COMUNISTA;CAMPANIA;CAMPANIA - 03;05 - PORTICI;4;MARTINI ANTONIETTA
PARTITO COMUNISTA;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;4;TASSI ALESSANDRA
PARTITO COMUNISTA;CAMPANIA;CAMPANIA - 03;10 - SALERNO;4;PANICCI STEFANO
PARTITO COMUNISTA;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;4;LORENZI RICCARDO
PARTITO COMUNISTA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;7;MARANO STELLA
PARTITO COMUNISTA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;7;OLIVIERI FRANCA
PARTITO COMUNISTA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;7;GATTO LORENZO
PARTITO COMUNISTA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;7;AIELLO WALTER
PARTITO COMUNISTA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;7;BERTINELLI UGO
PARTITO COMUNISTA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;7;COSTA PATRIZIA
PARTITO COMUNISTA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;7;APOSTOLOU GEORGIOS
PARTITO COMUNISTA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;7;GIURIOLA DONATELLA MARIA
PARTITO COMUNISTA;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;8;GALDI ALFONSO
PARTITO COMUNISTA;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;8;MARIANI CINZIA
PARTITO COMUNISTA;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;8;RAGGI ILARIA
PARTITO COMUNISTA;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;8;CARMENATI ALESSANDRA
PARTITO COMUNISTA;LAZIO;LAZIO - 02;05 - VITERBO;8;BOTTA MAURO
PARTITO COMUNISTA;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;8;PEDRETTI MASSIMO
PARTITO COMUNISTA;LAZIO;LAZIO - 03;07 - FROSINONE;8;FERRI GERARDO ROCCO
PARTITO COMUNISTA;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;8;PROIETTI DONATELLA
PARTITO COMUNISTA;LAZIO;LAZIO - 03;09 - LATINA;8;MUZZI SONIA
PARTITO COMUNISTA;LAZIO;LAZIO - 03;10 - VELLETRI;8;BALLANTI DANILO
PARTITO COMUNISTA;LIGURIA;LIGURIA - 01;01 - SAVONA;6;CAVIGLIA PAOLO
PARTITO COMUNISTA;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;6;HERBST ALESSANDRA
PARTITO COMUNISTA;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;6;PARESCHI SERGIO
PARTITO COMUNISTA;MARCHE;MARCHE - 01;01 - PESARO;6;BONALI GIULIO MARIA
PARTITO COMUNISTA;MARCHE;MARCHE - 01;02 - ANCONA;6;CROGNALETTI PAOLO
PARTITO COMUNISTA;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;6;FIRMANI LUCIA
PARTITO COMUNISTA;MOLISE;MOLISE - 01;01 - CAMPOBASSO;1;PANO ROBERTO
PARTITO COMUNISTA;PUGLIA;PUGLIA - 01;01 - BARI;6;DEGNI SABINA
PARTITO COMUNISTA;PUGLIA;PUGLIA - 01;02 - ALTAMURA;6;PELLEGRINO MASSIMO
PARTITO COMUNISTA;PUGLIA;PUGLIA - 01;03 - ANDRIA;6;DE SANTIS IMMACOLATA
PARTITO COMUNISTA;PUGLIA;PUGLIA - 01;08 - FOGGIA;6;CASAROLA GIUSEPPE
PARTITO COMUNISTA;PUGLIA;PUGLIA - 02;04 - BRINDISI;6;FALCONE VITO ANTONIO
PARTITO COMUNISTA;PUGLIA;PUGLIA - 02;05 - LECCE;5;PALMISANO ANTONIO LUIGI
PARTITO COMUNISTA;PUGLIA;PUGLIA - 02;06 - NARDÒ;6;ADASHA MORGAN DAISY
PARTITO COMUNISTA;PUGLIA;PUGLIA - 02;07 - TARANTO;6;IUDICI ANGELA
PARTITO COMUNISTA;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;4;DELOGU GIOVANNA FRANCESCA
PARTITO COMUNISTA;SARDEGNA;SARDEGNA - 01;02 - NUORO;4;MARCEDDU PAOLA
PARTITO COMUNISTA;SARDEGNA;SARDEGNA - 01;03 - SASSARI;4;FIORI BRUNO
PARTITO COMUNISTA;TOSCANA;TOSCANA - 01;01 - FIRENZE ;7;BARACCHI SERGIO
PARTITO COMUNISTA;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;7;CAGNOLI SILVIA
PARTITO COMUNISTA;TOSCANA;TOSCANA - 01;03 - PRATO;7;FACCHINETTI ALESSANDRO MASSIMO
PARTITO COMUNISTA;TOSCANA;TOSCANA - 01;05 - LUCCA;7;PIANELLI FRANCO
PARTITO COMUNISTA;TOSCANA;TOSCANA - 02;04 - AREZZO;7;LASTELLA MARISA
PARTITO COMUNISTA;TOSCANA;TOSCANA - 02;06 - PISA;7;NIERI MOIRA
PARTITO COMUNISTA;TOSCANA;TOSCANA - 02;07 - LIVORNO;7;PAPPALARDO FRANCESCO
PARTITO COMUNISTA;UMBRIA;UMBRIA - 01;01 - PERUGIA;10;POLITO MATTEO
PARTITO COMUNISTA;UMBRIA;UMBRIA - 01;02 - TERNI;10;DI MICELI GIUSEPPA
PARTITO DEMOCRATICO;ABRUZZO;ABRUZZO - 01;01 - PESCARA;5;CHIAVAROLI FEDERICA
PARTITO DEMOCRATICO;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;5;CIALENTE MASSIMO
PARTITO DEMOCRATICO;BASILICATA;BASILICATA - 01;01 - POTENZA;6;PITTELLA GIANNI
PARTITO DEMOCRATICO;CALABRIA;CALABRIA - 01;01 - CROTONE;4;SCALZO ANTONIO
PARTITO DEMOCRATICO;CALABRIA;CALABRIA - 01;02 - COSENZA;4;FERRARI SONIA
PARTITO DEMOCRATICO;CALABRIA;CALABRIA - 01;03 - CATANZARO;4;VILLELLA AQUILA
PARTITO DEMOCRATICO;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;4;AMARO OTTAVIO SALVATORE
PARTITO DEMOCRATICO;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;3;ABBATE GIULIA
PARTITO DEMOCRATICO;CAMPANIA;CAMPANIA - 01;02 - CASERTA;3;CAPUTO NICOLA
PARTITO DEMOCRATICO;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;3;FAMIGLIETTI LUIGI
PARTITO DEMOCRATICO;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;3;PALMA GIOVANNA
PARTITO DEMOCRATICO;CAMPANIA;CAMPANIA - 02;06 - CASORIA;3;RUSSO FRANCESCO
PARTITO DEMOCRATICO;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;3;ALFANO GIOACCHINO
PARTITO DEMOCRATICO;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;3;MARCIANO ANTONIO
PARTITO DEMOCRATICO;CAMPANIA;CAMPANIA - 03;05 - PORTICI;3;D'ANGELO LIBERA
PARTITO DEMOCRATICO;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;3;MANNIELLO FRANCESCO
PARTITO DEMOCRATICO;CAMPANIA;CAMPANIA - 03;10 - SALERNO;3;IANNUZZI BARBATO DETTO TINO
PARTITO DEMOCRATICO;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;3;GALLO FILOMENA
PARTITO DEMOCRATICO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;5;ARLOTTI TIZIANO
PARTITO DEMOCRATICO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;5;COLLINA STEFANO
PARTITO DEMOCRATICO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;5;ZAMPA SANDRA
PARTITO DEMOCRATICO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;5;CASINI PIER FERDINANDO
PARTITO DEMOCRATICO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;5;PATRIARCA EDOARDO
PARTITO DEMOCRATICO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;5;IORI VANNA
PARTITO DEMOCRATICO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;5;PAGLIARI GIORGIO
PARTITO DEMOCRATICO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;5;GAZZOLO PAOLA
PARTITO DEMOCRATICO;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;14;ILLY RICCARDO
PARTITO DEMOCRATICO;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;14;DE MONTE ISABELLA
PARTITO DEMOCRATICO;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;4;BONINO EMMA
PARTITO DEMOCRATICO;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;4;PASTORELLI ORESTE
PARTITO DEMOCRATICO;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;4;MATURANI GIUSEPPINA DETTA PINA
PARTITO DEMOCRATICO;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;4;QUINTO PAOLO
PARTITO DEMOCRATICO;LAZIO;LAZIO - 02;05 - VITERBO;4;MAZZOLI ALESSANDRO
PARTITO DEMOCRATICO;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;4;LUCHERINI CARLO
PARTITO DEMOCRATICO;LAZIO;LAZIO - 03;07 - FROSINONE;4;SPILABOTTE MARIA
PARTITO DEMOCRATICO;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;4;MARCHETTI UGO
PARTITO DEMOCRATICO;LAZIO;LAZIO - 03;09 - LATINA;4;MOSCARDELLI CLAUDIO
PARTITO DEMOCRATICO;LAZIO;LAZIO - 03;10 - VELLETRI;4;PARENTE ANNAMARIA
PARTITO DEMOCRATICO;LIGURIA;LIGURIA - 01;01 - SAVONA;2;DE VINCENZI LUIGI
PARTITO DEMOCRATICO;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;2;PINOTTI ROBERTA
PARTITO DEMOCRATICO;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;2;MICHELUCCI JURI
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;3;BOSONE DANIELE
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;3;LOMBARDI VALENTINA
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;3;ALLI PAOLO
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 02;12 - BERGAMO;3;MARCASSOLI LIVIA
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 02;13 - TREVIGLIO;3;GUERINI GIUSEPPE
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 02;14 - BRESCIA;3;MESSINA IGNAZIO
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 02;15 - LUMEZZANE;3;CINQUEPALMI LORENZO
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 03;08 - LECCO;3;BARTESAGHI CRISTINA
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 03;09 - CANTÙ;3;MARELLI SAVINA
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 03;10 - COMO;3;CAMPORINI VINCENZO
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 03;11 - VARESE;3;ALFIERI ALESSANDRO
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;3;CERNO TOMMASO
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;3;D'ALFONSO FRANCO MARIA
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;3;PERDUCA MARCO
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;3;FIORENTINI MICHELA
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;2;MALPEZZI SIMONA FLAVIA
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;3;BERTOLA CHERUBINA
PARTITO DEMOCRATICO;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;3;DE MARCHI DIANA ALESSANDRA
PARTITO DEMOCRATICO;MARCHE;MARCHE - 01;01 - PESARO;2;BONELLI ANGELO
PARTITO DEMOCRATICO;MARCHE;MARCHE - 01;02 - ANCONA;2;CARRESCIA PIERGIORGIO
PARTITO DEMOCRATICO;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;2;DI CINTIO EMANUELA
PARTITO DEMOCRATICO;MOLISE;MOLISE - 01;01 - CAMPOBASSO;2;COLAVITA ENRICO
PARTITO DEMOCRATICO;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;5;AVETTA ALBERTO
PARTITO DEMOCRATICO;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;5;BUEMI ENRICO
PARTITO DEMOCRATICO;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;5;ESPOSITO STEFANO
PARTITO DEMOCRATICO;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;5;LAUS MAURO ANTONIO DONATO
PARTITO DEMOCRATICO;PIEMONTE;PIEMONTE - 02;05 - NOVARA;5;FERRARA ELENA
PARTITO DEMOCRATICO;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;5;BARGERO CRISTINA
PARTITO DEMOCRATICO;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;5;BORIOLI DANIELE GAETANO
PARTITO DEMOCRATICO;PIEMONTE;PIEMONTE - 02;08 - CUNEO;5;GIOVANNINI MARTA
PARTITO DEMOCRATICO;PUGLIA;PUGLIA - 01;01 - BARI;4;CAMPANELLI SALVATORE
PARTITO DEMOCRATICO;PUGLIA;PUGLIA - 01;02 - ALTAMURA;4;LEZOCHE LOREDANA
PARTITO DEMOCRATICO;PUGLIA;PUGLIA - 01;03 - ANDRIA;4;GENTILE ELENA
PARTITO DEMOCRATICO;PUGLIA;PUGLIA - 01;08 - FOGGIA;4;RUSSO MASSIMO
PARTITO DEMOCRATICO;PUGLIA;PUGLIA - 02;04 - BRINDISI;4;AMATI FABIANO
PARTITO DEMOCRATICO;PUGLIA;PUGLIA - 02;05 - LECCE;3;STEFANO DARIO
PARTITO DEMOCRATICO;PUGLIA;PUGLIA - 02;06 - NARDÒ;4;BELLANOVA TERESA
PARTITO DEMOCRATICO;PUGLIA;PUGLIA - 02;07 - TARANTO;4;CASCARANO MARIA GRAZIA
PARTITO DEMOCRATICO;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;3;PORRU DANIELA
PARTITO DEMOCRATICO;SARDEGNA;SARDEGNA - 01;02 - NUORO;3;ANGIONI IGNAZIO
PARTITO DEMOCRATICO;SARDEGNA;SARDEGNA - 01;03 - SASSARI;3;GANAU GIANFRANCO
PARTITO DEMOCRATICO;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;7;PICCIONE TERESA
PARTITO DEMOCRATICO;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;7;CICERO MARIO
