Lista;Regione;Collegio Plurinominale;Collegio Uninominale;Numero Candidato;Candidato
PER UNA SINISTRA RIVOLUZIONARIA;LIGURIA;LIGURIA - 01;01 - SAVONA;8;RONZITTI CINZIA
PER UNA SINISTRA RIVOLUZIONARIA;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;8;FERRARA FRANCO GASPARE
PER UNA SINISTRA RIVOLUZIONARIA;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;8;CARANNANTE ANDREA
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;6;ANFOSSI FRANCESCO
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;6;ALBANESI GIUSEPPE
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;6;QUAGLIA STEFANO
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 03;08 - LECCO;6;SANSONE ANNA
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 03;09 - CANTÙ;6;GARBELLINI LUCA
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 03;10 - COMO;6;SERRA ROSARIA MARIA
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 03;11 - VARESE;6;BERNASCONI STEFANO
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;6;AZZARETTO NATALE
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;6;PREVIATO SONIA
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;6;DOVIS GIOVANNI MARIO
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;6;BEGGIO ORNELLA
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;5;BARONI ENRICO
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;6;BENITES GIOVANNA VILMA
PER UNA SINISTRA RIVOLUZIONARIA;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;6;PIACERE FILIPPO
PER UNA SINISTRA RIVOLUZIONARIA;MARCHE;MARCHE - 01;01 - PESARO;11;MARGIOTTA DAVIDE
PER UNA SINISTRA RIVOLUZIONARIA;MARCHE;MARCHE - 01;02 - ANCONA;11;PAPALE CRESCENZO
PER UNA SINISTRA RIVOLUZIONARIA;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;11;PUGNALONI SUSANNA
PER UNA SINISTRA RIVOLUZIONARIA;TOSCANA;TOSCANA - 01;01 - FIRENZE ;2;CIARPAGLINI CLAUDIO
PER UNA SINISTRA RIVOLUZIONARIA;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;2;NOVI LAURA
PER UNA SINISTRA RIVOLUZIONARIA;TOSCANA;TOSCANA - 01;03 - PRATO;2;CAPECCHI MARIO
PER UNA SINISTRA RIVOLUZIONARIA;TOSCANA;TOSCANA - 01;05 - LUCCA;2;TOMMASI GIUSEPPINA
PER UNA SINISTRA RIVOLUZIONARIA;TOSCANA;TOSCANA - 02;04 - AREZZO;2;AGLIETTI IVANA
PER UNA SINISTRA RIVOLUZIONARIA;TOSCANA;TOSCANA - 02;06 - PISA;2;DOMENICI ANDREA
PER UNA SINISTRA RIVOLUZIONARIA;TOSCANA;TOSCANA - 02;07 - LIVORNO;2;ROGNONI RUGGERO
PER UNA SINISTRA RIVOLUZIONARIA;VENETO;VENETO - 01;01 - VENEZIA;7;BUSETTO ALESSANDRO
PER UNA SINISTRA RIVOLUZIONARIA;VENETO;VENETO - 01;02 - BELLUNO;7;GASPARINI CHIARA
PER UNA SINISTRA RIVOLUZIONARIA;VENETO;VENETO - 01;03 - TREVISO;7;D'INTINOSANTE STEFANO
PER UNA SINISTRA RIVOLUZIONARIA;VENETO;VENETO - 01;04 - ROVIGO;7;DE MIN CESARINA
PER UNA SINISTRA RIVOLUZIONARIA;VENETO;VENETO - 02;05 - PADOVA;7;BARRIENTOS GISELA
PER UNA SINISTRA RIVOLUZIONARIA;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;7;FRESCHI MAURIZIO
PER UNA SINISTRA RIVOLUZIONARIA;VENETO;VENETO - 02;07 - VICENZA;7;GALVANIN ROBERTO
PER UNA SINISTRA RIVOLUZIONARIA;VENETO;VENETO - 02;08 - VERONA;7;LISE STEFANO
PER UNA SINISTRA RIVOLUZIONARIA;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;7;CASTELLANO ELISABETTA
POTERE AL POPOLO!;ABRUZZO;ABRUZZO - 01;01 - PESCARA;3;CILLI FRANCO
POTERE AL POPOLO!;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;3;PALUMBO VITTORIANA
POTERE AL POPOLO!;BASILICATA;BASILICATA - 01;01 - POTENZA;1;MELCHIONDA GERARDO
POTERE AL POPOLO!;CALABRIA;CALABRIA - 01;01 - CROTONE;2;SCOLA ATTILIO CARMINE
POTERE AL POPOLO!;CALABRIA;CALABRIA - 01;02 - COSENZA;2;ANELE ROSANNA
POTERE AL POPOLO!;CALABRIA;CALABRIA - 01;03 - CATANZARO;2;LEUCI PASQUALINA DETTA LINA
POTERE AL POPOLO!;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;2;ALATI GIOVANNI
POTERE AL POPOLO!;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;5;FAPPIANO GIUSEPPE DETTO PINUCCIO
POTERE AL POPOLO!;CAMPANIA;CAMPANIA - 01;02 - CASERTA;5;RASCATO ERNESTO
POTERE AL POPOLO!;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;5;TROISI SOFIA
POTERE AL POPOLO!;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;4;REGA ANTONIO
POTERE AL POPOLO!;CAMPANIA;CAMPANIA - 02;06 - CASORIA;4;MARTIRE DANIELA
POTERE AL POPOLO!;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;4;TURCHI PATRIZIA
POTERE AL POPOLO!;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;4;FRANCO MICHELE
POTERE AL POPOLO!;CAMPANIA;CAMPANIA - 03;05 - PORTICI;5;DI BERNARDINI NATALE
POTERE AL POPOLO!;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;5;FARDELLI DIANA RITA
POTERE AL POPOLO!;CAMPANIA;CAMPANIA - 03;10 - SALERNO;5;RESTAINO VALENTINA
POTERE AL POPOLO!;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;5;CARAFFA CLAUDIO
POTERE AL POPOLO!;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;4;RICCIO MARIA SILVIA
POTERE AL POPOLO!;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;4;VIGLIANTI PAOLO
POTERE AL POPOLO!;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;4;LIMANTRI GIUSEPPE
POTERE AL POPOLO!;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;4;FORTUZZI FRANCESCA
POTERE AL POPOLO!;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;4;ORI MARIO
POTERE AL POPOLO!;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;4;PINNOCK JUDITH
POTERE AL POPOLO!;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;4;BECCHETTI MARGHERITA
POTERE AL POPOLO!;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;4;ARIOSI NICOLETTA
POTERE AL POPOLO!;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;11;CERNIGOI CLAUDIA
POTERE AL POPOLO!;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;11;NONINO STEFANO
POTERE AL POPOLO!;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;1;BURATTINI FABRIZIO
POTERE AL POPOLO!;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;1;MOLINARI MARIA VITTORIA
POTERE AL POPOLO!;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;1;LONGO LAURA
POTERE AL POPOLO!;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;1;PARISI FULVIO
POTERE AL POPOLO!;LAZIO;LAZIO - 02;05 - VITERBO;1;DI MARINO ARMANDO
POTERE AL POPOLO!;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;1;SILIPO MARIA CARMELA DETTA CARMEN
POTERE AL POPOLO!;LAZIO;LAZIO - 03;07 - FROSINONE;1;GUGLIELMO MADDE'
POTERE AL POPOLO!;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;1;DI BELLA FRANCESCO
POTERE AL POPOLO!;LAZIO;LAZIO - 03;09 - LATINA;1;NECCI GIUSEPPINA
POTERE AL POPOLO!;LAZIO;LAZIO - 03;10 - VELLETRI;1;VENDITTI ALESSANDRA
POTERE AL POPOLO!;LIGURIA;LIGURIA - 01;01 - SAVONA;3;NARCISO AMELIA
POTERE AL POPOLO!;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;3;MARCHETTI GIACOMO
POTERE AL POPOLO!;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;3;CASTELLANI CATIA
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;9;CAMPIONI RITA SANTA ADRIANA
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;9;LOTTAROLI MARIO
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;9;BATTISTELLI CESARE
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 02;12 - BERGAMO;8;MACARIO FRANCESCO SAMUELE DETTO COCO'
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 02;13 - TREVIGLIO;8;MORLOTTI VALLI' ALIDA
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 02;14 - BRESCIA;8;VENIA GIULIA
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 02;15 - LUMEZZANE;8;FARRIS SERGIO
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 03;08 - LECCO;8;KRASSOWSKI SALVATORE
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 03;09 - CANTÙ;8;VALORE MONICA
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 03;10 - COMO;8;CERARDI COSIMO
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 03;11 - VARESE;8;MUSOLINO GIUSEPPE
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;9;BRENNA SERGIO LUIGI
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;9;RE FRASCHINI MARIO ANTONIO
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;9;RIVA NADIA
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;9;MENAPACE PATRIZIA
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;8;COLOMBO OSVALDO
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;9;CAIOLI ANNA
POTERE AL POPOLO!;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;9;COLORU SONIA COSTANZA
POTERE AL POPOLO!;MARCHE;MARCHE - 01;01 - PESARO;8;CUCCHIARINI GIUSEPPE
POTERE AL POPOLO!;MARCHE;MARCHE - 01;02 - ANCONA;8;TENENTI STEFANO
POTERE AL POPOLO!;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;8;INTERLENGHI LUCIA
POTERE AL POPOLO!;MOLISE;MOLISE - 01;01 - CAMPOBASSO;8;MARINUCCI PAOLO
POTERE AL POPOLO!;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;11;MALLEVADORE BENEDETTO
POTERE AL POPOLO!;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;11;BISETTI MARIA LUCIA
POTERE AL POPOLO!;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;11;ALFONZI DANIELA
POTERE AL POPOLO!;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;11;NGANDU MUKENDI DETTO GIPPO'
POTERE AL POPOLO!;PIEMONTE;PIEMONTE - 02;05 - NOVARA;11;CHERUBIN DANIELE
POTERE AL POPOLO!;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;11;BELLOMO LUCIETTA
POTERE AL POPOLO!;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;11;VARNI GIAN EMILIO
POTERE AL POPOLO!;PIEMONTE;PIEMONTE - 02;08 - CUNEO;11;PESA ROSA
POTERE AL POPOLO!;PUGLIA;PUGLIA - 01;01 - BARI;2;BELLOMO MICHELE
POTERE AL POPOLO!;PUGLIA;PUGLIA - 01;02 - ALTAMURA;2;ZANNA GIUSEPPE DETTO BEPPE
POTERE AL POPOLO!;PUGLIA;PUGLIA - 01;03 - ANDRIA;2;ROLLO MARIA DETTA LUCIA
POTERE AL POPOLO!;PUGLIA;PUGLIA - 01;08 - FOGGIA;2;SOCCIO GIACINTO DETTO ANTONELLO
POTERE AL POPOLO!;PUGLIA;PUGLIA - 02;04 - BRINDISI;2;GRASSI BIAGIO
POTERE AL POPOLO!;PUGLIA;PUGLIA - 02;05 - LECCE;1;NINI RITA
POTERE AL POPOLO!;PUGLIA;PUGLIA - 02;06 - NARDÒ;2;MARTIGNANO CARLO
POTERE AL POPOLO!;PUGLIA;PUGLIA - 02;07 - TARANTO;2;MATTEO RITA DETTA MARGHERITA
POTERE AL POPOLO!;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;1;PEDDITZI MARIANGELA
POTERE AL POPOLO!;SARDEGNA;SARDEGNA - 01;02 - NUORO;1;SPAGNUOLO AMEDEO
POTERE AL POPOLO!;SARDEGNA;SARDEGNA - 01;03 - SASSARI;1;LAI ANDREA
POTERE AL POPOLO!;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;9;LA BIANCA MARIA
POTERE AL POPOLO!;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;10;MANISCALCO GIOVANNI
POTERE AL POPOLO!;SICILIA;SICILIA - 01;03 - MARSALA;9;FICARRA GIUSEPPE DAVIDE DETTO DAVIDE
POTERE AL POPOLO!;SICILIA;SICILIA - 01;04 - AGRIGENTO;10;MARRONE CARMELA
POTERE AL POPOLO!;SICILIA;SICILIA - 01;05 - GELA;10;MURATORE PIETRO
POTERE AL POPOLO!;SICILIA;SICILIA - 02;06 - MESSINA;10;RUSSO ANNALAURA
POTERE AL POPOLO!;SICILIA;SICILIA - 02;07 - ACIREALE;10;SCUDERI SALVATORE MARIA ANTONIO DETTO SALVO
POTERE AL POPOLO!;SICILIA;SICILIA - 02;08 - CATANIA;10;D'ANTONA GOFFREDO
POTERE AL POPOLO!;SICILIA;SICILIA - 02;09 - SIRACUSA;10;GIOVANNINI GIOVANNA
POTERE AL POPOLO!;TOSCANA;TOSCANA - 01;01 - FIRENZE ;5;AMATO MIRIAM
POTERE AL POPOLO!;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;5;TARGETTI SANDRO
POTERE AL POPOLO!;TOSCANA;TOSCANA - 01;03 - PRATO;5;NISTRI MARA
POTERE AL POPOLO!;TOSCANA;TOSCANA - 01;05 - LUCCA;5;CORROTTI FRANCESCO DETTO MERLO
POTERE AL POPOLO!;TOSCANA;TOSCANA - 02;04 - AREZZO;5;SCREPANTI ERNESTO
POTERE AL POPOLO!;TOSCANA;TOSCANA - 02;06 - PISA;5;GIACOMELLI SANDRO
POTERE AL POPOLO!;TOSCANA;TOSCANA - 02;07 - LIVORNO;5;AMARUGI STEFANIA
POTERE AL POPOLO!;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;01 - BOLZANO/BOZEN;4;BRISCA LIDIA DETTA LIDIA MENAPACE
POTERE AL POPOLO!;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;02 - MERANO/MERAN;5;BENATTI GABRIELE
POTERE AL POPOLO!;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;03 - BRESSANONE/BRIXEN;5;TULIPANO ANNA MARIA
POTERE AL POPOLO!;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;04 - TRENTO;3;MORANDO GRAZIANO
POTERE AL POPOLO!;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;05 - ROVERETO;4;CONFORTO ALESSIA
POTERE AL POPOLO!;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;06 - PERGINE VALSUGANA;4;BORDIN ROBERTO
POTERE AL POPOLO!;UMBRIA;UMBRIA - 01;01 - PERUGIA;3;SEBASTIANI FABIO
POTERE AL POPOLO!;UMBRIA;UMBRIA - 01;02 - TERNI;3;COLTORTI MAURA
POTERE AL POPOLO!;VALLE D'AOSTA;;VALLE D'AOSTA - 01;6;GLAREY ALEXANDRE
POTERE AL POPOLO!;VENETO;VENETO - 01;01 - VENEZIA;4;BAODUZZI GINO
POTERE AL POPOLO!;VENETO;VENETO - 01;02 - BELLUNO;4;LAZZARIN SILVANO
POTERE AL POPOLO!;VENETO;VENETO - 01;03 - TREVISO;4;TUNDO LUCIA
POTERE AL POPOLO!;VENETO;VENETO - 01;04 - ROVIGO;4;BOVOLENTA MARIA TERESA
POTERE AL POPOLO!;VENETO;VENETO - 02;05 - PADOVA;4;AIT YAHYA ISMAIL
POTERE AL POPOLO!;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;4;GEREMIA REDENTO
POTERE AL POPOLO!;VENETO;VENETO - 02;07 - VICENZA;4;RUI IRENE
POTERE AL POPOLO!;VENETO;VENETO - 02;08 - VERONA;4;STEVANONI CRISTINA
POTERE AL POPOLO!;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;4;COMAZIO GUIDO
POUR TOUS PER TUTTI PE TCHEUT;VALLE D'AOSTA;;VALLE D'AOSTA - 01;1;TRIONE LUISA ANNA
RINASCIMENTO MIR;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;9;
RINASCIMENTO MIR;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;9;MORO CLARA
RISPOSTA CIVICA;VALLE D'AOSTA;;VALLE D'AOSTA - 01;8;PROTASONI FABIO
SIAMO;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;6;DIGOVIC MARTINA
SIAMO;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;6;CONTI ANGELO
SMS - STATO MODERNO SOLIDALE;BASILICATA;BASILICATA - 01;01 - POTENZA;8;ARBIA SILVANA
SVP - PATT;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;01 - BOLZANO/BOZEN;2;BRESSA GIANCLAUDIO
SVP - PATT;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;02 - MERANO/MERAN;2;UNTERBERGER JULIANE
SVP - PATT;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;03 - BRESSANONE/BRIXEN;2;DURNWALDER MEINHARD
SVP - PATT;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;04 - TRENTO;1;PANIZZA FRANCO
SVP - PATT;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;05 - ROVERETO;2;MELLARINI TIZIANO
SVP - PATT;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;06 - PERGINE VALSUGANA;2;STENICO ELEONORA
