assemblea,codice,status,elettori,votanti,perc_votanti,aggiornamento,sezioni_perv,sezioni,coll_uni_perv,coll_uni,sezioni_coll_uni_perv,sk_bianche,sk_nulle,sk_contestate,livello,fine_riparto
scrutiniSI,07120000000,ESERCIZIO,363467,252816,"69,55",Dato aggiornato al 05/03/2018 - 10:26,566,566,,,566,1977,6114,54,U,
scrutiniSI,07130000000,ESERCIZIO,400118,-,-,Dato aggiornato al 05/03/2018 - 10:26,609,624,,,-,-,-,-,U,
scrutiniSI,08110000000,ESERCIZIO,401498,-,-,Dato aggiornato al 05/03/2018 - 10:26,567,568,,,-,-,-,-,U,
scrutiniSI,08120000000,ESERCIZIO,385308,304113,"78,92",Dato aggiornato al 05/03/2018 - 10:26,544,544,,,544,2617,7332,17,U,
scrutiniSI,08130000000,ESERCIZIO,443096,-,-,Dato aggiornato al 05/03/2018 - 10:26,636,637,,,-,-,-,-,U,
scrutiniSI,08140000000,ESERCIZIO,472197,366646,"77,64",Dato aggiornato al 05/03/2018 - 10:26,742,742,,,742,3489,9730,45,U,
scrutiniSI,08210000000,ESERCIZIO,348043,276527,"79,45",Dato aggiornato al 05/03/2018 - 10:26,519,519,,,519,3154,7563,56,U,
scrutiniSI,08220000000,ESERCIZIO,334122,-,-,Dato aggiornato al 05/03/2018 - 10:34,407,456,,,-,-,-,-,U,
scrutiniSI,08230000000,ESERCIZIO,369613,287175,"77,69",Dato aggiornato al 05/03/2018 - 10:26,520,520,,,520,3035,7811,15,U,
scrutiniSI,08240000000,ESERCIZIO,344826,259609,"75,28",Dato aggiornato al 05/03/2018 - 10:32,524,524,,,524,2970,7536,42,U,
scrutiniSI,09110000000,ESERCIZIO,326860,256879,"78,58",Dato aggiornato al 05/03/2018 - 10:26,461,461,,,461,1979,6613,72,U,
scrutiniSI,09120000000,ESERCIZIO,376571,302242,"80,26",Dato aggiornato al 05/03/2018 - 10:26,511,511,,,511,2711,8773,11,U,
scrutiniSI,09130000000,ESERCIZIO,371508,286105,"77,01",Dato aggiornato al 05/03/2018 - 10:26,541,541,,,541,2702,8890,27,U,
scrutiniSI,09140000000,ESERCIZIO,419749,309280,"73,68",Dato aggiornato al 05/03/2018 - 10:26,707,707,,,707,2843,9285,35,U,
scrutiniSI,09210000000,ESERCIZIO,377538,296312,"78,48",Dato aggiornato al 05/03/2018 - 10:26,590,590,,,590,3384,9326,27,U,
scrutiniSI,09220000000,ESERCIZIO,366430,-,-,Dato aggiornato al 05/03/2018 - 10:26,478,502,,,-,-,-,-,U,
scrutiniSI,09230000000,ESERCIZIO,408781,-,-,Dato aggiornato al 05/03/2018 - 10:26,641,642,,,-,-,-,-,U,
scrutiniSI,10110000000,ESERCIZIO,329241,260232,"79,03",Dato aggiornato al 05/03/2018 - 10:26,496,496,,,496,2709,7136,18,U,
scrutiniSI,10120000000,ESERCIZIO,295950,227219,"76,77",Dato aggiornato al 05/03/2018 - 10:26,509,509,,,509,2265,6437,97,U,
scrutiniSI,11110000000,ESERCIZIO,347201,270403,"77,88",Dato aggiornato al 05/03/2018 - 10:26,541,541,,,541,3002,7139,54,U,
scrutiniSI,11120000000,ESERCIZIO,378552,-,-,Dato aggiornato al 05/03/2018 - 10:34,531,534,,,-,-,-,-,U,
scrutiniSI,11130000000,ESERCIZIO,370131,283410,"76,57",Dato aggiornato al 05/03/2018 - 10:26,499,499,,,499,3667,8108,17,U,
scrutiniSI,12110000000,ESERCIZIO,399729,-,-,Dato aggiornato al 05/03/2018 - 10:26,537,552,,,-,-,-,-,U,
scrutiniSI,12120000000,ESERCIZIO,373582,-,-,Dato aggiornato al 05/03/2018 - 10:26,501,514,,,-,-,-,-,U,
scrutiniSI,12130000000,ESERCIZIO,435651,-,-,Dato aggiornato al 05/03/2018 - 10:26,615,622,,,-,-,-,-,U,
scrutiniSI,12210000000,ESERCIZIO,411074,-,-,Dato aggiornato al 05/03/2018 - 10:26,517,535,,,-,-,-,-,U,
scrutiniSI,12220000000,ESERCIZIO,419659,-,-,Dato aggiornato al 05/03/2018 - 10:32,361,512,,,-,-,-,-,U,
scrutiniSI,12230000000,ESERCIZIO,387201,-,-,Dato aggiornato al 05/03/2018 - 10:26,415,555,,,-,-,-,-,U,
scrutiniSI,12310000000,ESERCIZIO,364198,-,-,Dato aggiornato al 05/03/2018 - 10:34,357,496,,,-,-,-,-,U,
scrutiniSI,12320000000,ESERCIZIO,432809,-,-,Dato aggiornato al 05/03/2018 - 10:30,482,520,,,-,-,-,-,U,
scrutiniSI,12330000000,ESERCIZIO,407129,-,-,Dato aggiornato al 05/03/2018 - 10:26,341,508,,,-,-,-,-,U,
scrutiniSI,12340000000,ESERCIZIO,421507,-,-,Dato aggiornato al 05/03/2018 - 10:32,276,471,,,-,-,-,-,U,
scrutiniSI,13110000000,ESERCIZIO,557917,-,-,Dato aggiornato al 05/03/2018 - 10:29,796,918,,,-,-,-,-,U,
scrutiniSI,13120000000,ESERCIZIO,406436,-,-,Dato aggiornato al 05/03/2018 - 10:33,667,721,,,-,-,-,-,U,
scrutiniSI,14110000000,ESERCIZIO,233710,-,-,Dato aggiornato al 05/03/2018 - 10:26,376,394,,,-,-,-,-,U,
scrutiniSI,15110000000,ESERCIZIO,376313,-,-,Dato aggiornato al 05/03/2018 - 10:26,488,618,,,-,-,-,-,U,
scrutiniSI,15120000000,ESERCIZIO,436647,-,-,Dato aggiornato al 05/03/2018 - 10:26,564,596,,,-,-,-,-,U,
scrutiniSI,15130000000,ESERCIZIO,356162,-,-,Dato aggiornato al 05/03/2018 - 10:26,548,578,,,-,-,-,-,U,
scrutiniSI,15210000000,ESERCIZIO,416008,268877,"64,63",Dato aggiornato al 05/03/2018 - 10:26,530,530,,,530,2154,6787,2,U,
scrutiniSI,15220000000,ESERCIZIO,396363,268287,"67,68",Dato aggiornato al 05/03/2018 - 10:26,525,525,,,525,2403,6880,16,U,
scrutiniSI,15230000000,ESERCIZIO,341677,208141,"60,91",Dato aggiornato al 05/03/2018 - 10:26,443,443,,,443,1015,4629,21,U,
scrutiniSI,15240000000,ESERCIZIO,328679,196357,"59,74",Dato aggiornato al 05/03/2018 - 10:26,441,441,,,441,959,4388,19,U,
scrutiniSI,15310000000,ESERCIZIO,306484,216620,"70,67",Dato aggiornato al 05/03/2018 - 10:26,444,444,,,444,2433,6241,11,U,
scrutiniSI,15320000000,ESERCIZIO,350673,232867,"66,40",Dato aggiornato al 05/03/2018 - 10:26,511,511,,,511,2569,7172,2,U,
scrutiniSI,15330000000,ESERCIZIO,419358,-,-,Dato aggiornato al 05/03/2018 - 10:26,458,580,,,-,-,-,-,U,
scrutiniSI,15340000000,ESERCIZIO,360380,-,-,Dato aggiornato al 05/03/2018 - 10:32,510,560,,,-,-,-,-,U,
scrutiniSI,16110000000,ESERCIZIO,390501,-,-,Dato aggiornato al 05/03/2018 - 10:26,529,541,,,-,-,-,-,U,
scrutiniSI,16120000000,ESERCIZIO,363090,254098,"69,98",Dato aggiornato al 05/03/2018 - 10:26,469,469,,,469,2903,8816,61,U,
scrutiniSI,16130000000,ESERCIZIO,361594,-,-,Dato aggiornato al 05/03/2018 - 10:26,531,522,,,-,-,-,-,U,
scrutiniSI,16140000000,ESERCIZIO,311317,-,-,Dato aggiornato al 05/03/2018 - 10:26,323,467,,,-,-,-,-,U,
scrutiniSI,16210000000,ESERCIZIO,390550,-,-,Dato aggiornato al 05/03/2018 - 10:26,499,500,,,-,-,-,-,U,
scrutiniSI,16220000000,ESERCIZIO,371534,-,-,Dato aggiornato al 05/03/2018 - 10:30,480,482,,,-,-,-,-,U,
scrutiniSI,16230000000,ESERCIZIO,400283,-,-,Dato aggiornato al 05/03/2018 - 10:26,562,564,,,-,-,-,-,U,
scrutiniSI,16240000000,ESERCIZIO,383005,261509,"68,27",Dato aggiornato al 05/03/2018 - 10:26,481,481,,,481,3681,9559,27,U,
scrutiniSI,17110000000,ESERCIZIO,423233,-,-,Dato aggiornato al 05/03/2018 - 10:30,672,681,,,-,-,-,-,U,
scrutiniSI,18110000000,ESERCIZIO,321325,-,-,Dato aggiornato al 05/03/2018 - 10:26,503,562,,,-,-,-,-,U,
scrutiniSI,18120000000,ESERCIZIO,359638,-,-,Dato aggiornato al 05/03/2018 - 10:29,496,590,,,-,-,-,-,U,
scrutiniSI,18130000000,ESERCIZIO,341896,-,-,Dato aggiornato al 05/03/2018 - 10:26,444,581,,,-,-,-,-,U,
scrutiniSI,18140000000,ESERCIZIO,379494,-,-,Dato aggiornato al 05/03/2018 - 10:26,682,683,,,-,-,-,-,U,
scrutiniSI,19110000000,ESERCIZIO,331792,205634,"61,97",Dato aggiornato al 05/03/2018 - 10:26,409,409,,,409,1113,6546,51,U,
scrutiniSI,19120000000,ESERCIZIO,354698,-,-,Dato aggiornato al 05/03/2018 - 10:26,458,478,,,-,-,-,-,U,
scrutiniSI,19130000000,ESERCIZIO,452032,-,-,Dato aggiornato al 05/03/2018 - 10:26,586,628,,,-,-,-,-,U,
scrutiniSI,19140000000,ESERCIZIO,403417,-,-,Dato aggiornato al 05/03/2018 - 10:26,576,635,,,-,-,-,-,U,
scrutiniSI,19150000000,ESERCIZIO,331390,207034,"62,47",Dato aggiornato al 05/03/2018 - 10:26,550,550,,,550,3196,9090,2,U,
scrutiniSI,19210000000,ESERCIZIO,430130,280798,"65,28",Dato aggiornato al 05/03/2018 - 10:26,717,717,,,717,4590,12867,58,U,
scrutiniSI,19220000000,ESERCIZIO,409250,-,-,Dato aggiornato al 05/03/2018 - 10:33,429,598,,,-,-,-,-,U,
scrutiniSI,19230000000,ESERCIZIO,436570,-,-,Dato aggiornato al 05/03/2018 - 10:26,537,609,,,-,-,-,-,U,
scrutiniSI,19240000000,ESERCIZIO,479907,-,-,Dato aggiornato al 05/03/2018 - 10:33,454,674,,,-,-,-,-,U,
scrutiniSI,20110000000,ESERCIZIO,478733,-,-,Dato aggiornato al 05/03/2018 - 10:26,523,637,,,-,-,-,-,U,
scrutiniSI,20120000000,ESERCIZIO,390493,254461,"65,16",Dato aggiornato al 05/03/2018 - 10:26,617,617,,,617,3039,8725,37,U,
scrutiniSI,20130000000,ESERCIZIO,400565,-,-,Dato aggiornato al 05/03/2018 - 10:30,574,584,,,-,-,-,-,U,
